region,status,fqdn,ip_address,missing_in_ipam
southwest,active,ELPTXCO34.southwest.lightspeed.net,10.50.78.101,0
central,active,OKCOKAG23.central.lightspeed.net,10.10.108.224,0
southwest,active,ELPTXDS95.southwest.lightspeed.net,10.50.128.35,0
east,active,CLTNCAG38.east.lightspeed.net,10.20.107.6,0
southeast,active,JAXFLDS92.southeast.lightspeed.net,10.40.66.171,0
southwest,active,PHXAZCO50.southwest.lightspeed.net,10.50.16.57,0
southeast,active,MIAFLRT93.southeast.lightspeed.net,10.40.77.192,0
southeast,active,BNATNDS44.southeast.lightspeed.net,10.40.247.25,0
northeast,degraded,BOSMACO32.northeast.lightspeed.net,10.60.140.69,0
southeast,down,BNATNSW78.southeast.lightspeed.net,10.40.148.179,0
east,active,PITPART40.east.lightspeed.net,10.20.134.63,0
east,degraded,ATLGAAG93.east.lightspeed.net,10.20.140.206,0
east,active,ATLGASW86.east.lightspeed.net,10.20.149.143,0
northwest,active,BOIIDCO51.northwest.lightspeed.net,10.70.250.230,0
southwest,down,ELPTXAG41.southwest.lightspeed.net,10.50.131.10,0
east,active,ATLGART65.east.lightspeed.net,10.20.27.73,0
west,retired,LAXCACO95.west.lightspeed.net,10.30.18.106,0
southwest,active,ABQNMSW13.southwest.lightspeed.net,10.50.109.135,0
southwest,active,ELPTXSW88.southwest.lightspeed.net,10.50.111.135,0
east,active,CLTNCRT68.east.lightspeed.net,10.20.91.232,0
southwest,active,PHXAZAG80.southwest.lightspeed.net,10.50.222.22,0
central,active,DALTXSW43.central.lightspeed.net,10.10.198.75,0
,active,BNATNRT41.southeast.lightspeed.net,10.40.170.164,1
west,retired,LAXCACO99.west.lightspeed.net,10.30.220.140,0
southwest,active,ELPTXDS45.southwest.lightspeed.net,10.50.61.0,0
northeast,degraded,PHLPACO03.northeast.lightspeed.net,10.60.189.246,0
southeast,active,MIAFLSW77.southeast.lightspeed.net,10.40.137.124,0
southeast,degraded,JAXFLED03.southeast.lightspeed.net,10.40.168.161,0
central,active,DALTXRT47.central.lightspeed.net,10.10.5.201,0
central,active,DALTXSW50.central.lightspeed.net,10.10.200.77,0
southeast,down,JAXFLAG84.southeast.lightspeed.net,10.40.208.120,0
central,active,AUSTXAG78.central.lightspeed.net,10.10.94.177,0
west,active,SFOCACO89.west.lightspeed.net,10.30.40.28,0
southwest,active,PHXAZDS94.southwest.lightspeed.net,10.50.7.8,0
northeast,active,BOSMACO27.northeast.lightspeed.net,10.60.75.253,0
southeast,active,MIAFLED19.southeast.lightspeed.net,10.40.140.151,0
central,degraded,OKCOKSW30.central.lightspeed.net,10.10.80.46,0
east,active,PITPART36.east.lightspeed.net,10.20.238.94,0
central,active,OKCOKRT70.central.lightspeed.net,10.10.242.254,0
central,degraded,AUSTXRT08.central.lightspeed.net,10.10.204.238,0
southwest,active,PHXAZRT83.southwest.lightspeed.net,10.50.185.196,0
west,active,SEAWART34.west.lightspeed.net,10.30.18.196,0
southeast,active,MIAFLSW01.southeast.lightspeed.net,10.40.159.28,0
central,active,AUSTXCO30.central.lightspeed.net,10.10.63.24,0
southeast,active,BNATNDS23.southeast.lightspeed.net,10.40.180.97,0
east,active,ATLGADS84.east.lightspeed.net,10.20.32.94,0
east,down,PITPAAG11.east.lightspeed.net,10.20.67.188,0
southwest,degraded,ABQNMSW51.southwest.lightspeed.net,10.50.45.215,0
southwest,active,ELPTXRT98.southwest.lightspeed.net,10.50.8.121,0
northeast,down,NYCNYCO77.northeast.lightspeed.net,10.60.219.99,0
northwest,retired,BOIIDAG40.northwest.lightspeed.net,10.70.31.163,0
central,active,OKCOKAG67.central.lightspeed.net,10.10.6.254,0
northwest,active,PORORAG74.northwest.lightspeed.net,10.70.60.30,0
southwest,active,PHXAZAG02.southwest.lightspeed.net,10.50.74.23,0
southeast,active,MIAFLED38.southeast.lightspeed.net,10.40.39.86,0
central,degraded,OKCOKRT86.central.lightspeed.net,10.10.57.240,0
southeast,active,MIAFLDS32.southeast.lightspeed.net,10.40.56.223,0
northwest,active,BOIIDAG93.northwest.lightspeed.net,10.70.226.1,0
southeast,active,MIAFLRT82.southeast.lightspeed.net,10.40.62.191,0
east,down,PITPACO16.east.lightspeed.net,10.20.173.14,0
southwest,degraded,ELPTXAG63.southwest.lightspeed.net,10.50.251.13,0
central,retired,AUSTXSW36.central.lightspeed.net,10.10.79.251,0
east,active,ATLGART51.east.lightspeed.net,10.20.32.187,0
east,active,ATLGAAG49.east.lightspeed.net,10.20.185.111,0
central,active,OKCOKCO24.central.lightspeed.net,10.10.249.182,0
southeast,active,BNATNRT56.southeast.lightspeed.net,10.40.234.169,0
southeast,active,BNATNDS56.southeast.lightspeed.net,10.40.168.67,0
southeast,active,JAXFLRT32.southeast.lightspeed.net,10.40.122.169,0
central,retired,DALTXAG48.central.lightspeed.net,10.10.166.149,0
east,degraded,ATLGART31.east.lightspeed.net,10.20.213.50,0
east,active,PITPART32.east.lightspeed.net,10.20.203.245,0
northwest,active,PORORRT30.northwest.lightspeed.net,10.70.50.231,0
east,degraded,ATLGACO89.east.lightspeed.net,10.20.13.250,0
east,degraded,ATLGART69.east.lightspeed.net,10.20.211.136,0
central,down,OKCOKCO75.central.lightspeed.net,10.10.220.190,0
southeast,degraded,BNATNED25.southeast.lightspeed.net,10.40.222.254,0
southwest,active,ABQNMRT89.southwest.lightspeed.net,10.50.17.91,0
northwest,active,GEGWAAG24.northwest.lightspeed.net,10.70.9.106,0
central,degraded,AUSTXCO23.central.lightspeed.net,10.10.232.242,0
northeast,degraded,BOSMACO14.northeast.lightspeed.net,10.60.44.189,0
southwest,active,PHXAZDS09.southwest.lightspeed.net,10.50.177.168,0
central,active,DALTXSW64.central.lightspeed.net,10.10.15.42,0
southwest,active,ABQNMCO63.southwest.lightspeed.net,10.50.122.126,0
west,degraded,SFOCART93.west.lightspeed.net,10.30.52.226,0
northwest,active,PORORCO33.northwest.lightspeed.net,10.70.214.85,0
southeast,active,JAXFLDS56.southeast.lightspeed.net,10.40.177.112,0
east,active,ATLGACO12.east.lightspeed.net,10.20.35.79,0
southeast,active,BNATNSW55.southeast.lightspeed.net,10.40.32.65,0
east,active,PITPACO81.east.lightspeed.net,10.20.42.238,0
northwest,active,GEGWACO82.northwest.lightspeed.net,10.70.76.35,0
central,active,AUSTXCO21.central.lightspeed.net,10.10.148.123,0
east,degraded,ATLGAED13.east.lightspeed.net,10.20.163.36,0
southeast,active,MIAFLRT75.southeast.lightspeed.net,10.40.141.186,0
southeast,degraded,JAXFLAG04.southeast.lightspeed.net,10.40.206.119,0
central,active,AUSTXDS14.central.lightspeed.net,10.10.116.153,0
southwest,active,PHXAZAG46.southwest.lightspeed.net,10.50.90.169,0
northwest,active,PORORCO71.northwest.lightspeed.net,10.70.223.8,0
northwest,active,GEGWACO83.northwest.lightspeed.net,10.70.196.198,0
,active,BOSMACO99.northeast.lightspeed.net,10.60.199.109,1
northeast,degraded,PHLPACO55.northeast.lightspeed.net,10.60.184.31,0
southeast,active,MIAFLSW71.southeast.lightspeed.net,10.40.47.97,0
southeast,active,MIAFLAG34.southeast.lightspeed.net,10.40.242.104,0
southeast,active,BNATNRT03.southeast.lightspeed.net,10.40.63.40,0
west,active,SFOCAAG03.west.lightspeed.net,10.30.227.168,0
southeast,active,MIAFLSW65.southeast.lightspeed.net,10.40.44.110,0
southeast,degraded,BNATNRT34.southeast.lightspeed.net,10.40.96.146,0
southeast,active,MIAFLAG96.southeast.lightspeed.net,10.40.136.243,0
east,active,CLTNCCO01.east.lightspeed.net,10.20.165.224,0
southwest,active,ELPTXED01.southwest.lightspeed.net,10.50.25.15,0
southeast,active,JAXFLCO58.southeast.lightspeed.net,10.40.225.91,0
southwest,active,PHXAZRT31.southwest.lightspeed.net,10.50.61.13,0
southeast,active,MIAFLSW50.southeast.lightspeed.net,10.40.43.30,0
southeast,active,MIAFLED54.southeast.lightspeed.net,10.40.119.160,0
east,active,ATLGACO18.east.lightspeed.net,10.20.59.119,0
central,degraded,OKCOKCO08.central.lightspeed.net,10.10.147.247,0
central,degraded,AUSTXRT58.central.lightspeed.net,10.10.7.2,0
northeast,active,NYCNYCO98.northeast.lightspeed.net,10.60.79.33,0
east,degraded,CLTNCAG86.east.lightspeed.net,10.20.142.246,0
southeast,active,BNATNRT93.southeast.lightspeed.net,10.40.201.147,0
central,active,OKCOKED34.central.lightspeed.net,10.10.95.218,0
west,active,SEAWAAG48.west.lightspeed.net,10.30.21.230,0
central,active,AUSTXRT69.central.lightspeed.net,10.10.65.7,0
northwest,active,PORORCO63.northwest.lightspeed.net,10.70.201.86,0
central,active,OKCOKCO57.central.lightspeed.net,10.10.82.68,0
,degraded,BOSMART56.northeast.lightspeed.net,10.60.192.173,1
northeast,active,BOSMART48.northeast.lightspeed.net,10.60.77.10,0
southeast,active,BNATNDS98.southeast.lightspeed.net,10.40.98.126,0
central,degraded,OKCOKRT37.central.lightspeed.net,10.10.239.92,0
southeast,down,JAXFLRT07.southeast.lightspeed.net,10.40.2.182,0
central,active,OKCOKAG64.central.lightspeed.net,10.10.28.212,0
central,active,AUSTXCO35.central.lightspeed.net,10.10.53.12,0
southwest,active,PHXAZDS82.southwest.lightspeed.net,10.50.116.223,0
southwest,active,ABQNMED05.southwest.lightspeed.net,10.50.234.162,0
southeast,active,JAXFLDS29.southeast.lightspeed.net,10.40.16.197,0
northwest,down,PORORAG46.northwest.lightspeed.net,10.70.144.11,0
southeast,active,MIAFLDS26.southeast.lightspeed.net,10.40.104.99,0
northeast,active,NYCNYCO20.northeast.lightspeed.net,10.60.40.252,0
central,active,DALTXCO93.central.lightspeed.net,10.10.17.24,0
southeast,retired,BNATNED74.southeast.lightspeed.net,10.40.101.95,0
northeast,active,NYCNYCO11.northeast.lightspeed.net,10.60.21.221,0
east,degraded,ATLGAAG16.east.lightspeed.net,10.20.34.92,0
southwest,active,PHXAZRT80.southwest.lightspeed.net,10.50.146.114,0
east,degraded,ATLGAAG07.east.lightspeed.net,10.20.19.2,0
southwest,active,PHXAZRT15.southwest.lightspeed.net,10.50.48.97,0
west,degraded,LAXCART06.west.lightspeed.net,10.30.192.251,0
southeast,active,MIAFLAG83.southeast.lightspeed.net,10.40.32.123,0
east,active,PITPAED98.east.lightspeed.net,10.20.55.238,0
west,active,SFOCART77.west.lightspeed.net,10.30.250.115,0
southeast,down,BNATNRT72.southeast.lightspeed.net,10.40.84.155,0
east,active,CLTNCCO81.east.lightspeed.net,10.20.130.193,0
central,degraded,DALTXCO86.central.lightspeed.net,10.10.214.23,0
northeast,active,PHLPACO11.northeast.lightspeed.net,10.60.43.71,0
southwest,degraded,ELPTXAG06.southwest.lightspeed.net,10.50.1.72,0
east,retired,PITPART15.east.lightspeed.net,10.20.104.127,0
east,retired,CLTNCSW69.east.lightspeed.net,10.20.180.35,0
southeast,active,BNATNRT07.southeast.lightspeed.net,10.40.165.168,0
east,degraded,PITPART37.east.lightspeed.net,10.20.251.113,0
southeast,degraded,MIAFLDS22.southeast.lightspeed.net,10.40.168.11,0
central,active,AUSTXSW96.central.lightspeed.net,10.10.94.244,0
southwest,degraded,ELPTXAG10.southwest.lightspeed.net,10.50.12.129,0
southwest,active,ELPTXRT35.southwest.lightspeed.net,10.50.86.191,0
east,down,CLTNCCO64.east.lightspeed.net,10.20.72.177,0
southeast,degraded,BNATNRT36.southeast.lightspeed.net,10.40.44.117,0
southeast,active,JAXFLAG88.southeast.lightspeed.net,10.40.118.124,0
east,active,CLTNCCO63.east.lightspeed.net,10.20.59.90,0
southwest,active,ABQNMCO28.southwest.lightspeed.net,10.50.255.22,0
southeast,down,JAXFLRT21.southeast.lightspeed.net,10.40.141.190,0
west,degraded,SEAWACO94.west.lightspeed.net,10.30.169.2,0
northwest,down,BOIIDAG97.northwest.lightspeed.net,10.70.54.0,0
northeast,active,BOSMAAG72.northeast.lightspeed.net,10.60.235.198,0
east,degraded,ATLGACO92.east.lightspeed.net,10.20.45.181,0
southeast,active,JAXFLCO42.southeast.lightspeed.net,10.40.116.76,0
east,degraded,ATLGART05.east.lightspeed.net,10.20.106.169,0
east,down,CLTNCAG83.east.lightspeed.net,10.20.248.100,0
central,degraded,OKCOKAG81.central.lightspeed.net,10.10.228.216,0
southwest,active,PHXAZSW72.southwest.lightspeed.net,10.50.14.121,0
southeast,active,MIAFLAG86.southeast.lightspeed.net,10.40.77.196,0
southwest,active,PHXAZSW61.southwest.lightspeed.net,10.50.78.36,0
east,active,CLTNCCO29.east.lightspeed.net,10.20.190.151,0
southeast,active,JAXFLDS82.southeast.lightspeed.net,10.40.66.8,0
southwest,degraded,PHXAZRT48.southwest.lightspeed.net,10.50.171.134,0
central,degraded,DALTXED95.central.lightspeed.net,10.10.134.5,0
southwest,active,PHXAZRT45.southwest.lightspeed.net,10.50.53.45,0
southwest,active,PHXAZDS54.southwest.lightspeed.net,10.50.143.78,0
southwest,active,ELPTXAG60.southwest.lightspeed.net,10.50.132.93,0
southwest,active,ABQNMSW11.southwest.lightspeed.net,10.50.17.139,0
southwest,active,PHXAZSW96.southwest.lightspeed.net,10.50.71.89,0
,active,PHXAZAG29.southwest.lightspeed.net,10.50.17.103,1
northeast,active,BOSMACO93.northeast.lightspeed.net,10.60.12.178,0
southwest,degraded,ABQNMRT79.southwest.lightspeed.net,10.50.139.247,0
southeast,active,BNATNDS31.southeast.lightspeed.net,10.40.48.229,0
southwest,active,ABQNMAG51.southwest.lightspeed.net,10.50.104.189,0
east,degraded,ATLGACO25.east.lightspeed.net,10.20.177.187,0
southwest,degraded,PHXAZAG20.southwest.lightspeed.net,10.50.111.119,0
central,active,OKCOKCO18.central.lightspeed.net,10.10.157.72,0
southwest,active,ABQNMAG22.southwest.lightspeed.net,10.50.166.32,0
central,down,DALTXSW51.central.lightspeed.net,10.10.77.60,0
northeast,active,PHLPACO89.northeast.lightspeed.net,10.60.124.193,0
southwest,active,PHXAZRT01.southwest.lightspeed.net,10.50.107.150,0
northwest,degraded,BOIIDRT57.northwest.lightspeed.net,10.70.31.146,0
northeast,degraded,BOSMACO56.northeast.lightspeed.net,10.60.16.89,0
central,retired,OKCOKAG25.central.lightspeed.net,10.10.238.220,0
southeast,active,BNATNSW48.southeast.lightspeed.net,10.40.253.249,0
southwest,active,ELPTXED12.southwest.lightspeed.net,10.50.201.121,0
southeast,degraded,JAXFLAG23.southeast.lightspeed.net,10.40.190.207,0
west,degraded,SFOCASW38.west.lightspeed.net,10.30.47.32,0
northwest,active,GEGWACO75.northwest.lightspeed.net,10.70.52.233,0
southwest,active,ABQNMED80.southwest.lightspeed.net,10.50.10.28,0
southwest,degraded,PHXAZDS52.southwest.lightspeed.net,10.50.164.12,0
central,active,AUSTXAG52.central.lightspeed.net,10.10.223.166,0
southeast,degraded,BNATNRT65.southeast.lightspeed.net,10.40.14.168,0
central,active,DALTXRT51.central.lightspeed.net,10.10.26.249,0
southwest,retired,ELPTXDS74.southwest.lightspeed.net,10.50.255.56,0
central,active,OKCOKAG66.central.lightspeed.net,10.10.75.112,0
,active,AUSTXDS39.central.lightspeed.net,10.10.63.178,1
southwest,retired,ELPTXAG42.southwest.lightspeed.net,10.50.10.216,0
northeast,active,PHLPACO50.northeast.lightspeed.net,10.60.23.247,0
northwest,active,GEGWACO41.northwest.lightspeed.net,10.70.32.98,0
southwest,active,ABQNMCO64.southwest.lightspeed.net,10.50.120.80,0
southwest,active,ELPTXAG03.southwest.lightspeed.net,10.50.142.120,0
southeast,active,BNATNAG49.southeast.lightspeed.net,10.40.100.136,0
east,active,PITPADS78.east.lightspeed.net,10.20.254.255,0
southeast,active,MIAFLSW85.southeast.lightspeed.net,10.40.210.239,0
southeast,active,JAXFLDS36.southeast.lightspeed.net,10.40.54.104,0
southeast,active,JAXFLSW77.southeast.lightspeed.net,10.40.195.56,0
southwest,active,PHXAZED54.southwest.lightspeed.net,10.50.189.46,0
central,down,OKCOKRT82.central.lightspeed.net,10.10.26.188,0
central,active,OKCOKDS13.central.lightspeed.net,10.10.37.173,0
east,active,PITPAED05.east.lightspeed.net,10.20.248.247,0
southwest,degraded,PHXAZRT37.southwest.lightspeed.net,10.50.68.86,0
southeast,active,BNATNED68.southeast.lightspeed.net,10.40.102.240,0
east,active,ATLGACO74.east.lightspeed.net,10.20.139.210,0
central,active,AUSTXAG55.central.lightspeed.net,10.10.214.195,0
central,degraded,DALTXRT41.central.lightspeed.net,10.10.212.226,0
southwest,active,PHXAZRT55.southwest.lightspeed.net,10.50.148.28,0
southwest,down,ELPTXRT36.southwest.lightspeed.net,10.50.15.220,0
northeast,active,PHLPACO41.northeast.lightspeed.net,10.60.181.130,0
east,active,ATLGACO51.east.lightspeed.net,10.20.15.180,0
,down,BOSMACO23.northeast.lightspeed.net,10.60.173.226,1
southeast,active,JAXFLDS62.southeast.lightspeed.net,10.40.8.5,0
southwest,active,ELPTXDS53.southwest.lightspeed.net,10.50.74.128,0
central,active,OKCOKRT46.central.lightspeed.net,10.10.100.104,0
southwest,retired,ELPTXRT19.southwest.lightspeed.net,10.50.120.169,0
southeast,degraded,MIAFLED78.southeast.lightspeed.net,10.40.108.170,0
southwest,degraded,ELPTXSW85.southwest.lightspeed.net,10.50.144.40,0
southeast,active,BNATNRT77.southeast.lightspeed.net,10.40.224.185,0
east,active,ATLGAED29.east.lightspeed.net,10.20.213.248,0
southwest,active,PHXAZCO65.southwest.lightspeed.net,10.50.231.162,0
east,active,CLTNCCO13.east.lightspeed.net,10.20.18.51,0
southeast,retired,MIAFLCO44.southeast.lightspeed.net,10.40.2.51,0
southwest,degraded,ELPTXRT51.southwest.lightspeed.net,10.50.100.64,0
southwest,active,PHXAZSW60.southwest.lightspeed.net,10.50.35.23,0
east,active,PITPACO41.east.lightspeed.net,10.20.111.36,0
east,active,PITPACO95.east.lightspeed.net,10.20.247.229,0
central,active,AUSTXRT49.central.lightspeed.net,10.10.219.170,0
northwest,active,PORORCO12.northwest.lightspeed.net,10.70.74.39,0
west,active,SFOCAAG53.west.lightspeed.net,10.30.122.104,0
central,active,AUSTXRT10.central.lightspeed.net,10.10.140.26,0
east,degraded,PITPASW69.east.lightspeed.net,10.20.71.150,0
east,degraded,CLTNCAG94.east.lightspeed.net,10.20.127.154,0
northwest,degraded,PORORCO18.northwest.lightspeed.net,10.70.186.59,0
southeast,down,MIAFLED88.southeast.lightspeed.net,10.40.93.122,0
southwest,active,PHXAZAG76.southwest.lightspeed.net,10.50.95.206,0
northwest,degraded,GEGWACO64.northwest.lightspeed.net,10.70.33.99,0
southeast,active,JAXFLDS97.southeast.lightspeed.net,10.40.59.145,0
southwest,active,ABQNMRT47.southwest.lightspeed.net,10.50.88.85,0
east,active,CLTNCRT20.east.lightspeed.net,10.20.200.126,0
central,active,OKCOKCO72.central.lightspeed.net,10.10.156.51,0
central,degraded,DALTXED59.central.lightspeed.net,10.10.144.212,0
central,active,OKCOKCO53.central.lightspeed.net,10.10.216.170,0
northeast,active,NYCNYCO61.northeast.lightspeed.net,10.60.244.175,0
east,active,CLTNCAG24.east.lightspeed.net,10.20.135.227,0
southwest,active,PHXAZAG41.southwest.lightspeed.net,10.50.230.182,0
southeast,active,MIAFLDS82.southeast.lightspeed.net,10.40.41.120,0
central,active,AUSTXDS73.central.lightspeed.net,10.10.244.42,0
southwest,active,PHXAZCO90.southwest.lightspeed.net,10.50.172.241,0
southwest,active,ABQNMCO90.southwest.lightspeed.net,10.50.0.87,0
northwest,active,GEGWACO27.northwest.lightspeed.net,10.70.225.200,0
east,down,CLTNCAG85.east.lightspeed.net,10.20.200.252,0
southeast,active,BNATNCO97.southeast.lightspeed.net,10.40.111.21,0
central,active,OKCOKCO07.central.lightspeed.net,10.10.195.176,0
southeast,active,MIAFLSW39.southeast.lightspeed.net,10.40.129.186,0
southeast,active,BNATNRT83.southeast.lightspeed.net,10.40.131.189,0
southeast,degraded,JAXFLCO48.southeast.lightspeed.net,10.40.111.43,0
central,active,DALTXRT14.central.lightspeed.net,10.10.99.155,0
southeast,active,BNATNED43.southeast.lightspeed.net,10.40.103.169,0
east,active,PITPASW21.east.lightspeed.net,10.20.253.165,0
east,active,PITPACO54.east.lightspeed.net,10.20.191.111,0
east,retired,CLTNCSW33.east.lightspeed.net,10.20.36.216,0
southwest,degraded,ABQNMCO57.southwest.lightspeed.net,10.50.146.159,0
southeast,active,MIAFLED77.southeast.lightspeed.net,10.40.89.41,0
southeast,active,MIAFLRT81.southeast.lightspeed.net,10.40.119.86,0
southeast,active,BNATNRT46.southeast.lightspeed.net,10.40.175.178,0
west,active,SEAWACO60.west.lightspeed.net,10.30.38.47,0
east,active,CLTNCRT05.east.lightspeed.net,10.20.48.230,0
east,down,PITPAAG71.east.lightspeed.net,10.20.76.40,0
east,active,CLTNCCO90.east.lightspeed.net,10.20.247.246,0
central,retired,DALTXCO29.central.lightspeed.net,10.10.7.23,0
east,active,PITPAAG92.east.lightspeed.net,10.20.205.136,0
east,active,CLTNCRT58.east.lightspeed.net,10.20.238.60,0
northwest,active,GEGWACO99.northwest.lightspeed.net,10.70.149.77,0
east,active,CLTNCSW98.east.lightspeed.net,10.20.68.229,0
east,active,PITPART52.east.lightspeed.net,10.20.146.140,0
southeast,active,BNATNCO01.southeast.lightspeed.net,10.40.48.178,0
central,active,DALTXDS50.central.lightspeed.net,10.10.150.204,0
southeast,active,MIAFLDS47.southeast.lightspeed.net,10.40.255.169,0
west,active,SEAWART80.west.lightspeed.net,10.30.58.138,0
central,active,AUSTXRT57.central.lightspeed.net,10.10.76.152,0
southeast,retired,JAXFLAG99.southeast.lightspeed.net,10.40.144.26,0
southeast,active,JAXFLDS34.southeast.lightspeed.net,10.40.7.119,0
southwest,active,ELPTXRT40.southwest.lightspeed.net,10.50.205.20,0
southeast,active,JAXFLRT88.southeast.lightspeed.net,10.40.237.169,0
northwest,degraded,BOIIDRT61.northwest.lightspeed.net,10.70.46.7,0
southwest,active,ABQNMAG68.southwest.lightspeed.net,10.50.160.130,0
southeast,active,MIAFLRT78.southeast.lightspeed.net,10.40.237.92,0
southwest,degraded,ABQNMCO41.southwest.lightspeed.net,10.50.195.104,0
northeast,active,NYCNYCO62.northeast.lightspeed.net,10.60.25.212,0
northwest,active,BOIIDRT36.northwest.lightspeed.net,10.70.242.77,0
,retired,MIAFLSW74.southeast.lightspeed.net,10.40.255.30,1
central,active,DALTXRT79.central.lightspeed.net,10.10.221.16,0
southeast,degraded,MIAFLRT28.southeast.lightspeed.net,10.40.141.21,0
east,active,ATLGART32.east.lightspeed.net,10.20.115.173,0
southeast,active,BNATNDS55.southeast.lightspeed.net,10.40.255.67,0
southwest,active,ELPTXAG13.southwest.lightspeed.net,10.50.218.3,0
west,down,SFOCACO16.west.lightspeed.net,10.30.13.240,0
southwest,down,ELPTXED11.southwest.lightspeed.net,10.50.253.14,0
southeast,degraded,BNATNCO87.southeast.lightspeed.net,10.40.9.50,0
west,degraded,LAXCART23.west.lightspeed.net,10.30.134.151,0
west,active,SFOCACO24.west.lightspeed.net,10.30.68.128,0
east,degraded,PITPACO19.east.lightspeed.net,10.20.255.248,0
central,active,AUSTXRT06.central.lightspeed.net,10.10.119.35,0
southeast,active,BNATNAG03.southeast.lightspeed.net,10.40.127.85,0
northeast,degraded,NYCNYRT96.northeast.lightspeed.net,10.60.147.128,0
southeast,active,JAXFLAG73.southeast.lightspeed.net,10.40.21.82,0
southwest,active,PHXAZRT04.southwest.lightspeed.net,10.50.203.169,0
northeast,active,NYCNYAG93.northeast.lightspeed.net,10.60.225.26,0
east,active,CLTNCRT17.east.lightspeed.net,10.20.239.254,0
west,degraded,LAXCAAG91.west.lightspeed.net,10.30.215.59,0
northwest,active,PORORRT13.northwest.lightspeed.net,10.70.180.255,0
central,active,AUSTXRT47.central.lightspeed.net,10.10.164.128,0
northwest,degraded,PORORAG96.northwest.lightspeed.net,10.70.166.215,0
central,active,AUSTXCO74.central.lightspeed.net,10.10.227.146,0
southwest,degraded,ELPTXCO60.southwest.lightspeed.net,10.50.218.181,0
central,active,AUSTXRT77.central.lightspeed.net,10.10.246.28,0
east,active,PITPAAG61.east.lightspeed.net,10.20.77.27,0
central,active,DALTXDS62.central.lightspeed.net,10.10.19.198,0
northwest,active,GEGWACO63.northwest.lightspeed.net,10.70.180.239,0
southeast,active,MIAFLSW41.southeast.lightspeed.net,10.40.181.219,0
southeast,active,JAXFLRT59.southeast.lightspeed.net,10.40.121.72,0
east,down,PITPAAG51.east.lightspeed.net,10.20.170.232,0
southwest,degraded,ELPTXRT97.southwest.lightspeed.net,10.50.176.61,0
southwest,active,ABQNMCO44.southwest.lightspeed.net,10.50.118.131,0
southeast,degraded,JAXFLDS58.southeast.lightspeed.net,10.40.208.149,0
central,active,DALTXCO94.central.lightspeed.net,10.10.170.82,0
central,degraded,AUSTXCO90.central.lightspeed.net,10.10.231.199,0
southwest,down,ELPTXSW96.southwest.lightspeed.net,10.50.79.167,0
east,active,CLTNCRT79.east.lightspeed.net,10.20.40.181,0
southwest,active,PHXAZDS28.southwest.lightspeed.net,10.50.124.64,0
southeast,active,MIAFLDS57.southeast.lightspeed.net,10.40.109.135,0
west,active,SFOCACO30.west.lightspeed.net,10.30.171.41,0
southeast,active,MIAFLCO24.southeast.lightspeed.net,10.40.229.94,0
southeast,active,MIAFLAG04.southeast.lightspeed.net,10.40.28.160,0
northeast,active,NYCNYAG82.northeast.lightspeed.net,10.60.116.24,0
northwest,active,GEGWACO42.northwest.lightspeed.net,10.70.147.77,0
central,active,OKCOKRT87.central.lightspeed.net,10.10.194.60,0
southeast,degraded,JAXFLDS81.southeast.lightspeed.net,10.40.3.5,0
southeast,active,JAXFLCO62.southeast.lightspeed.net,10.40.238.131,0
southwest,active,ABQNMSW48.southwest.lightspeed.net,10.50.176.44,0
southeast,active,BNATNCO82.southeast.lightspeed.net,10.40.38.19,0
east,down,ATLGAAG56.east.lightspeed.net,10.20.174.5,0
southwest,degraded,ELPTXSW41.southwest.lightspeed.net,10.50.104.115,0
southeast,down,MIAFLCO58.southeast.lightspeed.net,10.40.93.112,0
southwest,active,ABQNMCO51.southwest.lightspeed.net,10.50.228.105,0
east,active,ATLGACO38.east.lightspeed.net,10.20.85.50,0
east,active,ATLGACO16.east.lightspeed.net,10.20.49.33,0
central,degraded,DALTXRT06.central.lightspeed.net,10.10.97.46,0
central,degraded,DALTXDS85.central.lightspeed.net,10.10.77.112,0
east,active,CLTNCDS65.east.lightspeed.net,10.20.68.122,0
northwest,active,BOIIDCO56.northwest.lightspeed.net,10.70.252.171,0
central,active,DALTXRT29.central.lightspeed.net,10.10.196.45,0
southwest,active,ABQNMRT70.southwest.lightspeed.net,10.50.74.20,0
southwest,degraded,PHXAZED47.southwest.lightspeed.net,10.50.51.244,0
west,degraded,LAXCART40.west.lightspeed.net,10.30.199.247,0
central,active,AUSTXAG59.central.lightspeed.net,10.10.224.89,0
northeast,active,PHLPAAG65.northeast.lightspeed.net,10.60.98.82,0
east,active,ATLGACO22.east.lightspeed.net,10.20.156.97,0
east,active,ATLGACO21.east.lightspeed.net,10.20.97.206,0
west,active,SEAWACO46.west.lightspeed.net,10.30.14.187,0
southeast,retired,JAXFLDS95.southeast.lightspeed.net,10.40.128.222,0
southeast,active,BNATNED87.southeast.lightspeed.net,10.40.87.50,0
southeast,down,MIAFLAG33.southeast.lightspeed.net,10.40.234.251,0
east,degraded,CLTNCAG65.east.lightspeed.net,10.20.160.103,0
southeast,active,BNATNDS43.southeast.lightspeed.net,10.40.127.114,0
west,active,LAXCAAG23.west.lightspeed.net,10.30.141.253,0
southeast,active,JAXFLAG81.southeast.lightspeed.net,10.40.8.246,0
southeast,active,JAXFLRT09.southeast.lightspeed.net,10.40.93.225,0
