ip_address,hostname,fqdn,region,status,vendor,model
10.10.96.181,AUSSW88,AUSSW88.central.lightspeed.net,central,active,RAD,ETX-2
10.70.55.78,BOIED50,BOIED50.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.30.244.67,SEAED92,SEAED92.west.lightspeed.net,west,active,Arista,7280R
10.50.108.235,PHXDS58,PHXDS58.southwest.lightspeed.net,southwest,active,Juniper,QFX5120
10.30.241.182,SFORT29,SFORT29.west.lightspeed.net,west,active,RAD,ETX-2
10.70.166.96,GEGAG53,GEGAG53.northwest.lightspeed.net,northwest,active,Arista,7280R
10.40.231.10,MIART64,MIART64.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2
10.50.60.40,ELPAG38,ELPAG38.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431
10.30.105.224,LAXDS23,LAXDS23.west.lightspeed.net,west,degraded,ADVA,FSP3000
10.50.210.102,ELPCO08,ELPCO08.southwest.lightspeed.net,southwest,down,Arista,7280R
10.30.77.93,SFORT96,SFORT96.west.lightspeed.net,west,active,Arista,7280R
10.40.135.59,JAXCO22,JAXCO22.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.10.1.240,OKCCO92,OKCCO92.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.30.230.231,SEASW05,SEASW05.west.lightspeed.net,west,active,RAD,ETX-2
10.60.212.233,BOSDS42,BOSDS42.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.40.87.61,BNART15,BNART15.southeast.lightspeed.net,southeast,down,Arista,7280R
10.70.161.86,GEGDS29,GEGDS29.northwest.lightspeed.net,northwest,down,Nokia,7750 SR-1
10.30.147.221,LAXDS60,LAXDS60.west.lightspeed.net,west,degraded,ADVA,FSP150
10.60.151.248,PHLCO42,PHLCO42.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431
10.70.120.20,GEGAG91,GEGAG91.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.70.76.191,BOIRT20,BOIRT20.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.10.242.153,OKCAG60,OKCAG60.central.lightspeed.net,central,retired,Nokia,7750 SR-1
10.40.220.77,JAXAG31,JAXAG31.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.40.27.118,BNAED18,BNAED18.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.20.222.115,CLTRT89,CLTRT89.east.lightspeed.net,east,retired,Juniper,MX204
10.60.239.131,PHLSW93,PHLSW93.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.20.158.213,ATLCO80,ATLCO80.east.lightspeed.net,east,active,Juniper,MX204
10.20.218.153,CLTCO52,CLTCO52.east.lightspeed.net,east,active,Arista,7280R
10.60.3.175,PHLDS21,PHLDS21.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.20.209.104,PITCO11,PITCO11.east.lightspeed.net,east,active,ADVA,FSP150
10.30.68.41,SEART14,SEART14.west.lightspeed.net,west,active,Juniper,MX204
10.60.249.248,BOSAG95,BOSAG95.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1
10.20.188.243,ATLDS27,ATLDS27.east.lightspeed.net,east,active,ADVA,FSP3000
10.40.105.29,BNACO89,BNACO89.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.20.165.212,CLTDS09,CLTDS09.east.lightspeed.net,east,degraded,Nokia,7750 SR-1
10.50.10.7,ABQED62,ABQED62.southwest.lightspeed.net,southwest,active,Arista,7280R
10.30.10.62,LAXSW11,LAXSW11.west.lightspeed.net,west,active,Juniper,MX204
10.50.10.95,ABQCO87,ABQCO87.southwest.lightspeed.net,southwest,down,RAD,ETX-2
10.20.250.6,PITED10,PITED10.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.10.205.42,OKCRT58,OKCRT58.central.lightspeed.net,central,retired,Nokia,7750 SR-1
10.70.248.43,PORRT09,PORRT09.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.50.103.186,ABQED90,ABQED90.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.10.185.14,DALAG74,DALAG74.central.lightspeed.net,central,active,Juniper,MX204
10.10.141.210,AUSSW28,AUSSW28.central.lightspeed.net,central,degraded,RAD,ETX-2
10.20.238.144,ATLDS48,ATLDS48.east.lightspeed.net,east,retired,ADVA,FSP150
10.50.193.162,PHXSW29,PHXSW29.southwest.lightspeed.net,southwest,active,ADVA,FSP3000
10.20.119.216,PITSW51,PITSW51.east.lightspeed.net,east,active,Cisco,NCS540
10.10.94.135,OKCSW80,OKCSW80.central.lightspeed.net,central,active,Arista,7280R
10.20.225.109,PITRT85,PITRT85.east.lightspeed.net,east,down,RAD,ETX-2
10.10.138.52,OKCRT71,OKCRT71.central.lightspeed.net,central,active,Arista,7280R
10.50.175.16,ELPSW13,ELPSW13.southwest.lightspeed.net,southwest,degraded,ADVA,FSP3000
10.40.118.137,MIASW13,MIASW13.southeast.lightspeed.net,southeast,active,ADVA,FSP3000
10.60.129.102,PHLSW71,PHLSW71.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.40.30.248,MIAAG44,MIAAG44.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.10.64.139,AUSRT42,AUSRT42.central.lightspeed.net,central,degraded,Nokia,7750 SR-1
10.10.104.114,DALSW41,DALSW41.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.70.244.114,BOIRT09,BOIRT09.northwest.lightspeed.net,northwest,active,Arista,7280R
10.60.214.119,BOSDS37,BOSDS37.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.60.100.96,BOSAG43,BOSAG43.northeast.lightspeed.net,northeast,down,RAD,ETX-2
10.10.163.98,AUSCO54,AUSCO54.central.lightspeed.net,central,degraded,Juniper,MX204
10.60.65.25,NYCDS80,NYCDS80.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000
10.30.179.76,SFOAG01,SFOAG01.west.lightspeed.net,west,active,RAD,ETX-2
10.20.103.147,CLTAG05,CLTAG05.east.lightspeed.net,east,degraded,Juniper,MX204
10.30.221.218,LAXRT06,LAXRT06.west.lightspeed.net,west,active,ADVA,FSP3000
10.60.57.78,PHLAG62,PHLAG62.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.40.98.110,BNASW82,BNASW82.southeast.lightspeed.net,southeast,active,Arista,7280R
10.50.255.246,ABQSW45,ABQSW45.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.50.138.159,ELPSW60,ELPSW60.southwest.lightspeed.net,southwest,active,Arista,7280R
10.50.59.131,ABQRT99,ABQRT99.southwest.lightspeed.net,southwest,active,ADVA,FSP3000
10.10.172.122,DALAG54,DALAG54.central.lightspeed.net,central,active,Arista,7280R
10.40.231.44,JAXED16,JAXED16.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.40.222.34,MIAAG66,MIAAG66.southeast.lightspeed.net,southeast,down,Cisco,ISR4431
10.30.172.47,SFORT21,SFORT21.west.lightspeed.net,west,degraded,RAD,ETX-2
10.40.217.248,JAXAG56,JAXAG56.southeast.lightspeed.net,southeast,retired,Cisco,NCS540
10.60.86.68,BOSAG84,BOSAG84.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.30.22.66,SEADS73,SEADS73.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.20.186.22,PITSW30,PITSW30.east.lightspeed.net,east,degraded,Juniper,MX204
10.40.221.173,BNASW14,BNASW14.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.50.196.41,PHXDS04,PHXDS04.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.70.16.36,PORCO93,PORCO93.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.20.206.246,CLTED63,CLTED63.east.lightspeed.net,east,degraded,Arista,7280R
10.20.50.48,ATLED09,ATLED09.east.lightspeed.net,east,degraded,Juniper,MX204
10.10.206.123,OKCSW40,OKCSW40.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.10.176.7,DALCO42,DALCO42.central.lightspeed.net,central,retired,Arista,7280R
10.30.177.233,LAXCO89,LAXCO89.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.10.39.132,DALRT01,DALRT01.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.143.185,BOSDS65,BOSDS65.northeast.lightspeed.net,northeast,degraded,Juniper,MX204
10.50.248.142,ABQED20,ABQED20.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.20.179.147,PITDS46,PITDS46.east.lightspeed.net,east,degraded,ADVA,FSP3000
10.50.212.50,PHXDS28,PHXDS28.southwest.lightspeed.net,southwest,down,Nokia,7750 SR-1
10.70.194.215,GEGRT01,GEGRT01.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.50.119.50,ELPRT87,ELPRT87.southwest.lightspeed.net,southwest,active,Cisco,NCS540
10.50.205.238,PHXRT74,PHXRT74.southwest.lightspeed.net,southwest,retired,Juniper,MX204
10.70.82.41,PORED63,PORED63.northwest.lightspeed.net,northwest,degraded,Arista,7280R
10.70.197.132,BOICO95,BOICO95.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.30.81.132,SFOCO46,SFOCO46.west.lightspeed.net,west,degraded,Nokia,7750 SR-1
10.60.174.35,PHLAG30,PHLAG30.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.149.162,OKCSW65,OKCSW65.central.lightspeed.net,central,down,Juniper,MX204
10.50.95.245,ELPDS85,ELPDS85.southwest.lightspeed.net,southwest,active,ADVA,FSP150
10.40.90.133,JAXAG32,JAXAG32.southeast.lightspeed.net,southeast,degraded,Juniper,QFX5120
10.40.122.221,MIART72,MIART72.southeast.lightspeed.net,southeast,active,Arista,7280R
10.10.129.126,OKCAG25,OKCAG25.central.lightspeed.net,central,active,Juniper,MX204
10.50.72.173,ELPED71,ELPED71.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150
10.70.245.89,BOIRT62,BOIRT62.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.60.77.36,PHLCO61,PHLCO61.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.60.203.43,BOSED55,BOSED55.northeast.lightspeed.net,northeast,active,Arista,7280R
10.20.177.49,CLTRT64,CLTRT64.east.lightspeed.net,east,active,ADVA,FSP3000
10.10.31.131,DALED13,DALED13.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.10.241.211,OKCDS25,OKCDS25.central.lightspeed.net,central,active,Juniper,MX204
10.10.188.171,OKCCO85,OKCCO85.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.20.79.84,CLTRT70,CLTRT70.east.lightspeed.net,east,active,ADVA,FSP3000
10.40.191.60,MIASW89,MIASW89.southeast.lightspeed.net,southeast,active,ADVA,FSP150
10.30.238.126,SEAED19,SEAED19.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.50.124.56,ELPDS90,ELPDS90.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.10.168.216,OKCED33,OKCED33.central.lightspeed.net,central,active,Cisco,ISR4431
10.20.235.50,PITDS20,PITDS20.east.lightspeed.net,east,degraded,Nokia,7750 SR-1
10.70.172.22,GEGAG64,GEGAG64.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.20.123.153,ATLRT31,ATLRT31.east.lightspeed.net,east,degraded,ADVA,FSP150
10.20.26.213,PITSW56,PITSW56.east.lightspeed.net,east,active,RAD,ETX-2
10.40.119.225,BNAED89,BNAED89.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.70.160.94,PORDS87,PORDS87.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.10.115.138,OKCAG88,OKCAG88.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.10.18.218,DALRT09,DALRT09.central.lightspeed.net,central,degraded,RAD,ETX-2
10.50.56.146,ABQAG60,ABQAG60.southwest.lightspeed.net,southwest,degraded,ADVA,FSP3000
10.10.2.46,DALED94,DALED94.central.lightspeed.net,central,active,RAD,ETX-2
10.60.140.113,BOSSW91,BOSSW91.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.50.33.34,ELPRT96,ELPRT96.southwest.lightspeed.net,southwest,active,ADVA,FSP150
10.40.113.31,MIASW56,MIASW56.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.30.183.117,LAXED92,LAXED92.west.lightspeed.net,west,active,ADVA,FSP3000
10.70.65.185,BOIDS26,BOIDS26.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.40.30.55,JAXDS71,JAXDS71.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.10.154.177,DALRT93,DALRT93.central.lightspeed.net,central,active,RAD,ETX-2
10.10.198.182,DALAG64,DALAG64.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.20.121.56,ATLCO45,ATLCO45.east.lightspeed.net,east,active,Arista,7280R
10.10.46.177,DALRT77,DALRT77.central.lightspeed.net,central,down,Nokia,7750 SR-1
10.20.212.144,PITSW23,PITSW23.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.30.84.173,SFOAG84,SFOAG84.west.lightspeed.net,west,active,Cisco,ISR4431
10.10.241.194,AUSCO28,AUSCO28.central.lightspeed.net,central,active,RAD,ETX-2
10.70.43.248,GEGDS90,GEGDS90.northwest.lightspeed.net,northwest,down,Juniper,MX204
10.10.241.64,AUSRT16,AUSRT16.central.lightspeed.net,central,active,Arista,7280R
10.40.88.164,BNAAG75,BNAAG75.southeast.lightspeed.net,southeast,degraded,Juniper,MX204
10.40.64.220,BNADS98,BNADS98.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.20.253.15,PITRT98,PITRT98.east.lightspeed.net,east,degraded,Arista,7280R
10.30.23.99,LAXRT03,LAXRT03.west.lightspeed.net,west,retired,Cisco,NCS540
10.40.40.29,MIACO56,MIACO56.southeast.lightspeed.net,southeast,active,Arista,7280R
10.50.3.7,PHXSW19,PHXSW19.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120
10.10.43.247,OKCDS17,OKCDS17.central.lightspeed.net,central,active,RAD,ETX-2
10.40.205.113,JAXSW67,JAXSW67.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.30.223.80,LAXCO83,LAXCO83.west.lightspeed.net,west,degraded,Arista,7280R
10.50.99.33,ELPCO42,ELPCO42.southwest.lightspeed.net,southwest,down,Nokia,7750 SR-1
10.50.58.205,ELPSW24,ELPSW24.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.40.238.72,MIASW55,MIASW55.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.20.201.201,CLTDS72,CLTDS72.east.lightspeed.net,east,degraded,ADVA,FSP3000
10.40.58.218,MIADS17,MIADS17.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.10.118.65,DALAG33,DALAG33.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.10.13.114,DALRT86,DALRT86.central.lightspeed.net,central,active,RAD,ETX-2
10.30.122.135,SEAED56,SEAED56.west.lightspeed.net,west,active,Juniper,MX204
10.50.153.2,PHXSW23,PHXSW23.southwest.lightspeed.net,southwest,retired,Arista,7280R
10.40.233.23,MIASW70,MIASW70.southeast.lightspeed.net,southeast,down,Arista,7280R
10.30.37.24,SEASW65,SEASW65.west.lightspeed.net,west,active,Cisco,ISR4431
10.50.123.103,PHXCO67,PHXCO67.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.50.32.142,ABQCO94,ABQCO94.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.10.45.0,OKCAG14,OKCAG14.central.lightspeed.net,central,degraded,Arista,7280R
10.30.201.145,LAXCO07,LAXCO07.west.lightspeed.net,west,active,Cisco,ISR4431
10.50.88.111,ELPED52,ELPED52.southwest.lightspeed.net,southwest,degraded,Cisco,NCS540
10.10.139.167,OKCSW78,OKCSW78.central.lightspeed.net,central,down,Juniper,MX204
10.20.206.236,PITSW17,PITSW17.east.lightspeed.net,east,active,ADVA,FSP3000
10.70.158.81,BOISW53,BOISW53.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.40.184.197,BNASW34,BNASW34.southeast.lightspeed.net,southeast,active,ADVA,FSP150
10.40.81.231,JAXSW46,JAXSW46.southeast.lightspeed.net,southeast,active,Arista,7280R
10.20.84.123,PITED68,PITED68.east.lightspeed.net,east,active,Arista,7280R
10.30.235.107,SFOED24,SFOED24.west.lightspeed.net,west,degraded,RAD,ETX-2
10.10.45.201,AUSCO71,AUSCO71.central.lightspeed.net,central,active,Juniper,QFX5120
10.10.111.133,OKCED74,OKCED74.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.222.98,BOSCO17,BOSCO17.northeast.lightspeed.net,northeast,active,Arista,7280R
10.10.27.135,AUSCO59,AUSCO59.central.lightspeed.net,central,active,ADVA,FSP3000
10.20.167.21,PITED69,PITED69.east.lightspeed.net,east,degraded,Arista,7280R
10.40.203.248,MIASW43,MIASW43.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.30.122.150,SFODS87,SFODS87.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.40.72.142,BNACO70,BNACO70.southeast.lightspeed.net,southeast,down,Nokia,7750 SR-1
10.60.150.96,BOSED15,BOSED15.northeast.lightspeed.net,northeast,active,Arista,7280R
10.20.209.205,PITDS98,PITDS98.east.lightspeed.net,east,down,Juniper,MX204
10.60.103.164,PHLSW44,PHLSW44.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.246.98,AUSED69,AUSED69.central.lightspeed.net,central,active,RAD,ETX-2
10.70.176.25,PORED19,PORED19.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150
10.70.108.52,GEGCO19,GEGCO19.northwest.lightspeed.net,northwest,active,Arista,7280R
10.10.251.136,AUSRT36,AUSRT36.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.30.112.181,SEART61,SEART61.west.lightspeed.net,west,active,Juniper,MX204
10.10.98.234,DALDS96,DALDS96.central.lightspeed.net,central,degraded,Juniper,QFX5120
10.50.249.8,ABQED07,ABQED07.southwest.lightspeed.net,southwest,active,ADVA,FSP3000
10.70.232.22,GEGSW38,GEGSW38.northwest.lightspeed.net,northwest,active,Arista,7280R
10.50.27.124,PHXDS72,PHXDS72.southwest.lightspeed.net,southwest,active,ADVA,FSP3000
10.10.153.160,AUSCO45,AUSCO45.central.lightspeed.net,central,active,RAD,ETX-2
10.30.214.113,SEASW09,SEASW09.west.lightspeed.net,west,retired,Juniper,MX204
10.50.218.198,ELPRT61,ELPRT61.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.10.126.76,DALDS93,DALDS93.central.lightspeed.net,central,down,Cisco,ISR4431
10.60.240.140,NYCED82,NYCED82.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1
10.20.10.52,CLTRT98,CLTRT98.east.lightspeed.net,east,active,ADVA,FSP3000
10.50.21.195,ELPSW67,ELPSW67.southwest.lightspeed.net,southwest,active,ADVA,FSP3000
10.50.49.229,ABQDS86,ABQDS86.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.20.205.216,PITRT63,PITRT63.east.lightspeed.net,east,active,RAD,ETX-2
10.40.251.146,JAXDS24,JAXDS24.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.20.244.35,CLTSW16,CLTSW16.east.lightspeed.net,east,active,Cisco,NCS540
10.70.23.175,PORDS30,PORDS30.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.190.130,GEGCO41,GEGCO41.northwest.lightspeed.net,northwest,degraded,Arista,7280R
10.30.216.197,SFOAG08,SFOAG08.west.lightspeed.net,west,active,Arista,7280R
10.40.24.111,JAXED40,JAXED40.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.10.144.211,OKCRT37,OKCRT37.central.lightspeed.net,central,active,Juniper,QFX5120
10.60.92.230,BOSAG36,BOSAG36.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2
10.50.188.175,PHXCO17,PHXCO17.southwest.lightspeed.net,southwest,active,ADVA,FSP150
10.40.160.62,JAXSW55,JAXSW55.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.10.125.182,AUSCO38,AUSCO38.central.lightspeed.net,central,active,RAD,ETX-2
10.70.178.200,BOICO77,BOICO77.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.112.45,BOISW79,BOISW79.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.40.153.244,JAXED37,JAXED37.southeast.lightspeed.net,southeast,degraded,Cisco,NCS540
10.30.196.176,LAXSW85,LAXSW85.west.lightspeed.net,west,down,Juniper,MX204
10.70.39.75,GEGAG97,GEGAG97.northwest.lightspeed.net,northwest,active,Arista,7280R
10.50.93.226,ELPAG48,ELPAG48.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.60.52.179,NYCCO85,NYCCO85.northeast.lightspeed.net,northeast,active,Arista,7280R
10.10.230.128,DALCO37,DALCO37.central.lightspeed.net,central,active,RAD,ETX-2
10.40.210.44,MIACO23,MIACO23.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.10.85.51,OKCRT15,OKCRT15.central.lightspeed.net,central,active,RAD,ETX-2
10.60.114.220,NYCCO22,NYCCO22.northeast.lightspeed.net,northeast,down,RAD,ETX-2
10.30.7.54,SFOAG14,SFOAG14.west.lightspeed.net,west,active,RAD,ETX-2
10.30.84.28,SEACO58,SEACO58.west.lightspeed.net,west,degraded,ADVA,FSP150
10.50.191.211,ELPCO49,ELPCO49.southwest.lightspeed.net,southwest,retired,RAD,ETX-2
10.40.217.77,JAXCO18,JAXCO18.southeast.lightspeed.net,southeast,active,Arista,7280R
10.20.60.41,CLTAG39,CLTAG39.east.lightspeed.net,east,down,Arista,7280R
10.20.33.80,CLTSW80,CLTSW80.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.40.69.225,JAXSW86,JAXSW86.southeast.lightspeed.net,southeast,degraded,Nokia,7750 SR-1
10.10.61.72,OKCCO19,OKCCO19.central.lightspeed.net,central,down,RAD,ETX-2
10.40.209.102,JAXCO30,JAXCO30.southeast.lightspeed.net,southeast,active,Arista,7280R
10.50.253.128,PHXDS40,PHXDS40.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.10.190.126,DALDS49,DALDS49.central.lightspeed.net,central,active,Arista,7280R
10.60.98.14,PHLSW31,PHLSW31.northeast.lightspeed.net,northeast,retired,Nokia,7750 SR-1
10.50.133.220,PHXDS71,PHXDS71.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.50.250.180,ELPAG59,ELPAG59.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431
10.50.86.22,ABQSW88,ABQSW88.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.10.171.194,DALAG48,DALAG48.central.lightspeed.net,central,active,Cisco,NCS540
10.40.184.72,JAXSW94,JAXSW94.southeast.lightspeed.net,southeast,active,Arista,7280R
10.40.66.157,BNART33,BNART33.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.70.5.120,GEGCO08,GEGCO08.northwest.lightspeed.net,northwest,degraded,Cisco,NCS540
10.50.149.41,ABQAG30,ABQAG30.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2
10.40.211.202,JAXDS42,JAXDS42.southeast.lightspeed.net,southeast,down,Nokia,7750 SR-1
10.20.147.196,CLTCO76,CLTCO76.east.lightspeed.net,east,active,ADVA,FSP3000
10.10.93.171,DALSW08,DALSW08.central.lightspeed.net,central,down,Nokia,7750 SR-1
10.40.25.151,BNASW16,BNASW16.southeast.lightspeed.net,southeast,active,ADVA,FSP3000
10.10.252.227,OKCRT27,OKCRT27.central.lightspeed.net,central,active,ADVA,FSP3000
10.10.112.238,OKCED08,OKCED08.central.lightspeed.net,central,active,Cisco,ISR4431
10.60.195.69,BOSSW88,BOSSW88.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2
10.50.13.66,ELPCO29,ELPCO29.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.40.80.115,JAXED84,JAXED84.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.60.93.171,BOSED29,BOSED29.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.10.80.96,DALCO57,DALCO57.central.lightspeed.net,central,retired,Cisco,NCS540
10.60.253.134,BOSCO51,BOSCO51.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.70.121.156,GEGSW39,GEGSW39.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.20.229.40,PITRT67,PITRT67.east.lightspeed.net,east,down,ADVA,FSP3000
10.20.6.56,ATLRT05,ATLRT05.east.lightspeed.net,east,active,RAD,ETX-2
10.30.56.187,SFOCO70,SFOCO70.west.lightspeed.net,west,active,RAD,ETX-2
10.50.137.144,ELPDS46,ELPDS46.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.20.132.59,CLTSW42,CLTSW42.east.lightspeed.net,east,active,Juniper,MX204
10.50.39.171,ABQCO67,ABQCO67.southwest.lightspeed.net,southwest,active,Arista,7280R
10.50.11.5,ABQRT05,ABQRT05.southwest.lightspeed.net,southwest,degraded,Arista,7280R
10.60.197.36,PHLDS88,PHLDS88.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.245.197,GEGED25,GEGED25.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.70.69.100,BOIED32,BOIED32.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.50.146.49,ABQCO05,ABQCO05.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.40.148.225,JAXRT39,JAXRT39.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.10.227.220,AUSDS18,AUSDS18.central.lightspeed.net,central,active,Juniper,MX204
10.40.246.213,BNADS55,BNADS55.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.10.175.60,AUSAG93,AUSAG93.central.lightspeed.net,central,active,Cisco,ISR4431
10.20.32.119,ATLED52,ATLED52.east.lightspeed.net,east,degraded,Juniper,MX204
10.40.20.181,BNAED48,BNAED48.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.70.252.166,GEGCO21,GEGCO21.northwest.lightspeed.net,northwest,retired,Cisco,ISR4431
10.20.11.85,PITED89,PITED89.east.lightspeed.net,east,degraded,RAD,ETX-2
10.10.162.132,AUSSW18,AUSSW18.central.lightspeed.net,central,down,Nokia,7750 SR-1
10.20.150.221,ATLRT67,ATLRT67.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.30.239.201,SEAAG60,SEAAG60.west.lightspeed.net,west,retired,Arista,7280R
10.20.210.114,PITSW08,PITSW08.east.lightspeed.net,east,degraded,RAD,ETX-2
10.70.154.48,BOISW04,BOISW04.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.60.201.17,BOSSW49,BOSSW49.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.10.99.11,OKCAG78,OKCAG78.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.70.91.196,GEGDS72,GEGDS72.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.10.140.70,AUSCO56,AUSCO56.central.lightspeed.net,central,active,Arista,7280R
10.70.231.67,BOISW65,BOISW65.northwest.lightspeed.net,northwest,active,Arista,7280R
10.30.82.220,LAXAG97,LAXAG97.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.10.2.213,DALCO85,DALCO85.central.lightspeed.net,central,degraded,Arista,7280R
10.40.55.135,JAXSW93,JAXSW93.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431
10.30.204.142,LAXDS62,LAXDS62.west.lightspeed.net,west,active,Cisco,NCS540
10.20.44.36,ATLAG65,ATLAG65.east.lightspeed.net,east,down,ADVA,FSP3000
10.10.104.154,DALDS86,DALDS86.central.lightspeed.net,central,active,Arista,7280R
