ip_address,hostname,fqdn,region,status,vendor,model,present_in_ipam,present_in_inventory
10.40.45.34,MIAFLRT76,MIAFLRT76.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,1,1
10.70.90.247,BOIIDSW69,BOIIDSW69.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.10.23.46,DALTXRT55,DALTXRT55.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.181.195,CLTNCAG17,CLTNCAG17.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.10.28.68,AUSTXED07,AUSTXED07.central.lightspeed.net,central,retired,Arista,7280R,1,1
10.50.229.218,ABQNMED36,ABQNMED36.southwest.lightspeed.net,southwest,active,Cisco,NCS540,1,1
10.50.193.29,ABQNMRT90,ABQNMRT90.southwest.lightspeed.net,southwest,degraded,Nokia,7750 SR-1,1,1
10.30.185.139,SFOCART54,SFOCART54.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.50.235.223,PHXAZED55,PHXAZED55.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.10.253.36,OKCOKDS78,OKCOKDS78.central.lightspeed.net,central,degraded,Juniper,MX204,1,1
10.60.127.186,PHLPAAG69,PHLPAAG69.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,0,0
10.40.238.86,BNATNDS43,BNATNDS43.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.20.17.138,PITPAAG78,PITPAAG78.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.50.243.102,PHXAZDS04,PHXAZDS04.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.10.5.115,AUSTXDS42,AUSTXDS42.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.40.232.81,JAXFLED87,JAXFLED87.southeast.lightspeed.net,southeast,retired,RAD,ETX-2,1,1
10.40.240.85,BNATNSW74,BNATNSW74.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,1
10.40.66.8,JAXFLRT83,JAXFLRT83.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,0
10.60.223.15,NYCNYCO54,NYCNYCO54.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.40.146.3,JAXFLSW29,JAXFLSW29.southeast.lightspeed.net,southeast,degraded,Nokia,7750 SR-1,1,1
10.60.15.142,BOSMACO18,BOSMACO18.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.20.236.180,PITPASW62,PITPASW62.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.30.38.61,LAXCADS78,LAXCADS78.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.50.71.247,ABQNMDS52,ABQNMDS52.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.20.183.237,ATLGAED70,ATLGAED70.east.lightspeed.net,east,active,Juniper,QFX5120,1,1
10.30.187.191,SEAWAED41,SEAWAED41.west.lightspeed.net,west,down,Juniper,MX204,1,1
10.40.105.58,JAXFLRT35,JAXFLRT35.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.10.51.167,AUSTXSW10,AUSTXSW10.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.50.105.138,ELPTXSW44,ELPTXSW44.southwest.lightspeed.net,southwest,retired,Arista,7280R,1,1
10.10.140.163,DALTXDS30,DALTXDS30.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.50.20.162,ELPTXRT92,ELPTXRT92.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.40.97.219,MIAFLSW70,MIAFLSW70.southeast.lightspeed.net,southeast,degraded,Nokia,7750 SR-1,1,1
10.60.231.100,BOSMADS97,BOSMADS97.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.30.175.104,LAXCAAG18,LAXCAAG18.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.20.233.223,PITPAED56,PITPAED56.east.lightspeed.net,east,active,Arista,7280R,1,1
10.50.73.132,PHXAZED64,PHXAZED64.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.60.194.42,BOSMACO73,BOSMACO73.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.10.101.227,DALTXAG29,DALTXAG29.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.10.139.71,AUSTXDS99,AUSTXDS99.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.184.43,PITPASW19,PITPASW19.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.20.171.131,ATLGADS14,ATLGADS14.east.lightspeed.net,east,active,Arista,7280R,1,1
10.70.185.136,BOIIDDS66,BOIIDDS66.northwest.lightspeed.net,northwest,active,Arista,7280R,1,0
10.10.238.106,DALTXCO42,DALTXCO42.central.lightspeed.net,central,down,Arista,7280R,1,1
10.40.106.169,MIAFLDS60,MIAFLDS60.southeast.lightspeed.net,southeast,retired,RAD,ETX-2,1,1
10.10.130.24,DALTXED90,DALTXED90.central.lightspeed.net,central,degraded,Arista,7280R,1,1
10.20.33.106,ATLGACO82,ATLGACO82.east.lightspeed.net,east,degraded,Nokia,7750 SR-1,1,1
10.30.159.138,SEAWACO26,SEAWACO26.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.50.114.198,ELPTXSW65,ELPTXSW65.southwest.lightspeed.net,southwest,degraded,Nokia,7750 SR-1,1,1
10.20.129.56,CLTNCSW21,CLTNCSW21.east.lightspeed.net,east,degraded,Cisco,NCS540,1,0
10.40.133.194,BNATNCO33,BNATNCO33.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.60.6.236,PHLPADS70,PHLPADS70.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.50.46.48,PHXAZSW95,PHXAZSW95.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,1,1
10.40.208.112,BNATNSW37,BNATNSW37.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,1,1
10.10.115.60,OKCOKDS30,OKCOKDS30.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.60.253.171,NYCNYDS12,NYCNYDS12.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.60.254.118,BOSMART01,BOSMART01.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,1
10.10.152.27,DALTXSW14,DALTXSW14.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.30.217.101,SFOCART75,SFOCART75.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.10.230.24,OKCOKCO64,OKCOKCO64.central.lightspeed.net,central,degraded,RAD,ETX-2,1,1
10.60.196.238,BOSMAED24,BOSMAED24.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.20.191.41,ATLGAED03,ATLGAED03.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.30.33.192,SEAWASW28,SEAWASW28.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.10.139.20,DALTXED98,DALTXED98.central.lightspeed.net,central,active,Arista,7280R,1,1
10.40.48.200,JAXFLCO64,JAXFLCO64.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.10.82.106,DALTXCO68,DALTXCO68.central.lightspeed.net,central,down,Cisco,ISR4431,1,1
10.10.85.139,OKCOKCO77,OKCOKCO77.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.30.154.116,LAXCART41,LAXCART41.west.lightspeed.net,west,active,Arista,7280R,1,1
10.50.50.201,ABQNMRT98,ABQNMRT98.southwest.lightspeed.net,southwest,down,Cisco,ISR4431,1,1
10.20.70.50,CLTNCDS22,CLTNCDS22.east.lightspeed.net,east,active,Arista,7280R,1,1
10.50.218.71,ABQNMAG83,ABQNMAG83.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.20.108.207,PITPART28,PITPART28.east.lightspeed.net,east,degraded,Juniper,MX204,1,1
10.30.116.131,LAXCAED64,LAXCAED64.west.lightspeed.net,west,active,Arista,7280R,1,1
10.20.32.187,CLTNCED26,CLTNCED26.east.lightspeed.net,east,active,Arista,7280R,1,1
10.60.157.197,NYCNYDS39,NYCNYDS39.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.10.8.39,OKCOKRT07,OKCOKRT07.central.lightspeed.net,central,degraded,Cisco,ISR4431,1,1
10.20.192.13,ATLGACO50,ATLGACO50.east.lightspeed.net,east,active,Arista,7280R,1,1
10.10.154.189,DALTXSW55,DALTXSW55.central.lightspeed.net,central,active,Cisco,ISR4431,0,1
10.50.150.87,ABQNMCO62,ABQNMCO62.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,1,1
10.40.51.12,JAXFLED76,JAXFLED76.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.20.197.52,CLTNCSW46,CLTNCSW46.east.lightspeed.net,east,active,Cisco,NCS540,1,1
10.50.246.153,ELPTXDS41,ELPTXDS41.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.40.72.29,MIAFLSW62,MIAFLSW62.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.10.42.113,OKCOKSW07,OKCOKSW07.central.lightspeed.net,central,active,Juniper,QFX5120,1,1
10.40.10.46,MIAFLCO54,MIAFLCO54.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,1,1
10.60.96.45,BOSMAED93,BOSMAED93.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.50.160.133,ABQNMED80,ABQNMED80.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.10.102.229,OKCOKAG11,OKCOKAG11.central.lightspeed.net,central,degraded,Nokia,7750 SR-1,1,1
10.30.185.5,SFOCADS17,SFOCADS17.west.lightspeed.net,west,degraded,Cisco,ISR4431,1,1
10.20.147.241,CLTNCSW06,CLTNCSW06.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.20.183.238,ATLGART49,ATLGART49.east.lightspeed.net,east,active,ADVA,FSP150,1,0
10.20.119.113,CLTNCSW07,CLTNCSW07.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.60.95.103,BOSMAAG15,BOSMAAG15.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.60.123.229,NYCNYED32,NYCNYED32.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.10.239.110,AUSTXCO94,AUSTXCO94.central.lightspeed.net,central,active,Juniper,QFX5120,1,1
10.40.160.249,MIAFLSW75,MIAFLSW75.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.20.147.253,PITPADS61,PITPADS61.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.60.16.156,NYCNYDS57,NYCNYDS57.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.50.5.61,ELPTXAG78,ELPTXAG78.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,0
10.40.24.117,MIAFLED02,MIAFLED02.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.20.183.191,ATLGASW29,ATLGASW29.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.50.134.122,ABQNMRT55,ABQNMRT55.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,1,1
10.10.54.207,OKCOKDS13,OKCOKDS13.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.168.14,SFOCART83,SFOCART83.west.lightspeed.net,west,active,RAD,ETX-2,1,0
10.30.25.99,LAXCASW39,LAXCASW39.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.10.6.100,DALTXAG82,DALTXAG82.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.50.106.67,PHXAZRT78,PHXAZRT78.southwest.lightspeed.net,southwest,degraded,ADVA,FSP3000,1,1
10.40.142.200,MIAFLDS23,MIAFLDS23.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.50.71.153,ELPTXSW78,ELPTXSW78.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.40.51.77,BNATNCO51,BNATNCO51.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.10.214.158,OKCOKCO70,OKCOKCO70.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.50.75.12,ABQNMDS47,ABQNMDS47.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.50.197.10,ELPTXSW32,ELPTXSW32.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.50.134.25,PHXAZAG35,PHXAZAG35.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.50.33.56,PHXAZED86,PHXAZED86.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.30.246.177,SEAWASW36,SEAWASW36.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.30.171.73,LAXCACO09,LAXCACO09.west.lightspeed.net,west,down,ADVA,FSP3000,1,0
10.40.166.101,MIAFLSW23,MIAFLSW23.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.20.29.7,ATLGADS30,ATLGADS30.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.20.210.196,ATLGADS99,ATLGADS99.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.10.185.84,AUSTXED08,AUSTXED08.central.lightspeed.net,central,degraded,Juniper,MX204,1,1
10.50.192.255,ELPTXDS29,ELPTXDS29.southwest.lightspeed.net,southwest,active,Arista,7280R,0,1
10.60.226.42,NYCNYAG24,NYCNYAG24.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,0,1
10.30.103.200,LAXCACO89,LAXCACO89.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.10.216.175,DALTXRT38,DALTXRT38.central.lightspeed.net,central,down,Nokia,7750 SR-1,1,1
10.20.3.97,ATLGART67,ATLGART67.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.10.163.248,AUSTXSW60,AUSTXSW60.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.50.147.130,ABQNMCO51,ABQNMCO51.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.60.43.103,PHLPASW97,PHLPASW97.northeast.lightspeed.net,northeast,down,Nokia,7750 SR-1,0,1
10.40.244.32,BNATNDS10,BNATNDS10.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.40.96.176,MIAFLRT61,MIAFLRT61.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.10.140.77,OKCOKCO28,OKCOKCO28.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.40.189.187,JAXFLRT19,JAXFLRT19.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.20.106.112,ATLGACO63,ATLGACO63.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.50.195.85,PHXAZDS74,PHXAZDS74.southwest.lightspeed.net,southwest,degraded,ADVA,FSP3000,1,0
10.10.6.164,OKCOKAG54,OKCOKAG54.central.lightspeed.net,central,active,Arista,7280R,1,1
10.40.212.192,MIAFLAG46,MIAFLAG46.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.40.20.172,BNATNCO92,BNATNCO92.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.60.60.195,BOSMACO30,BOSMACO30.northeast.lightspeed.net,northeast,active,ADVA,FSP150,0,0
10.20.146.3,ATLGAED56,ATLGAED56.east.lightspeed.net,east,down,Juniper,MX204,1,1
10.50.192.88,PHXAZRT37,PHXAZRT37.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.20.161.227,CLTNCSW45,CLTNCSW45.east.lightspeed.net,east,degraded,Arista,7280R,1,1
10.40.134.22,MIAFLAG66,MIAFLAG66.southeast.lightspeed.net,southeast,degraded,Juniper,QFX5120,1,1
10.20.52.113,PITPASW18,PITPASW18.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.20.57.157,PITPADS15,PITPADS15.east.lightspeed.net,east,retired,RAD,ETX-2,1,1
10.50.81.31,ABQNMRT36,ABQNMRT36.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,1,1
10.60.238.166,PHLPACO90,PHLPACO90.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.40.218.19,MIAFLSW34,MIAFLSW34.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.20.214.115,CLTNCSW01,CLTNCSW01.east.lightspeed.net,east,retired,Cisco,NCS540,1,0
10.40.69.52,MIAFLAG79,MIAFLAG79.southeast.lightspeed.net,southeast,retired,Arista,7280R,1,1
10.70.145.219,BOIIDED86,BOIIDED86.northwest.lightspeed.net,northwest,down,Nokia,7750 SR-1,1,1
10.40.21.14,MIAFLED61,MIAFLED61.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.20.205.10,CLTNCCO35,CLTNCCO35.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.10.122.207,DALTXCO23,DALTXCO23.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.30.134.104,SEAWADS47,SEAWADS47.west.lightspeed.net,west,retired,ADVA,FSP150,1,1
10.50.185.217,ELPTXRT31,ELPTXRT31.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.10.55.213,DALTXCO28,DALTXCO28.central.lightspeed.net,central,degraded,Nokia,7750 SR-1,1,1
10.10.96.243,DALTXAG88,DALTXAG88.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.20.62.50,CLTNCSW33,CLTNCSW33.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.70.155.136,BOIIDSW34,BOIIDSW34.northwest.lightspeed.net,northwest,down,Arista,7280R,1,1
10.20.207.173,ATLGADS52,ATLGADS52.east.lightspeed.net,east,active,Juniper,QFX5120,1,0
10.50.242.154,ABQNMRT59,ABQNMRT59.southwest.lightspeed.net,southwest,degraded,ADVA,FSP3000,1,1
10.40.251.39,MIAFLED55,MIAFLED55.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.10.170.152,OKCOKSW36,OKCOKSW36.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.70.24.66,GEGWAAG99,GEGWAAG99.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.40.239.245,MIAFLSW51,MIAFLSW51.southeast.lightspeed.net,southeast,down,RAD,ETX-2,1,1
10.30.86.195,SEAWADS35,SEAWADS35.west.lightspeed.net,west,active,Arista,7280R,1,1
10.20.18.190,PITPAAG81,PITPAAG81.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.50.225.52,ABQNMDS32,ABQNMDS32.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,1
10.30.140.75,SEAWART40,SEAWART40.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.70.60.167,PORORCO62,PORORCO62.northwest.lightspeed.net,northwest,down,Cisco,ISR4431,1,1
10.20.240.84,PITPACO82,PITPACO82.east.lightspeed.net,east,degraded,RAD,ETX-2,1,1
10.20.236.73,ATLGASW08,ATLGASW08.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.20.122.74,CLTNCDS12,CLTNCDS12.east.lightspeed.net,east,active,RAD,ETX-2,1,0
10.10.156.220,DALTXED15,DALTXED15.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.60.174.213,PHLPAAG46,PHLPAAG46.northeast.lightspeed.net,northeast,retired,Arista,7280R,1,1
10.50.50.108,ELPTXSW43,ELPTXSW43.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,1,1
10.40.101.75,JAXFLSW46,JAXFLSW46.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,1,1
10.60.162.110,PHLPASW38,PHLPASW38.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,0
10.50.228.18,ABQNMAG55,ABQNMAG55.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.40.15.88,MIAFLAG99,MIAFLAG99.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.40.151.218,BNATNDS61,BNATNDS61.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.50.150.12,ELPTXAG34,ELPTXAG34.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.40.87.54,BNATNAG99,BNATNAG99.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,1,1
10.10.231.90,OKCOKAG15,OKCOKAG15.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.50.169.215,ABQNMDS95,ABQNMDS95.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.40.34.226,MIAFLSW83,MIAFLSW83.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.40.132.213,JAXFLDS21,JAXFLDS21.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.60.237.56,BOSMASW59,BOSMASW59.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.40.112.16,MIAFLRT18,MIAFLRT18.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,0
10.10.14.180,DALTXAG78,DALTXAG78.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.20.65.171,ATLGART56,ATLGART56.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.50.171.138,ABQNMDS93,ABQNMDS93.southwest.lightspeed.net,southwest,active,Cisco,NCS540,1,1
10.10.75.170,OKCOKAG70,OKCOKAG70.central.lightspeed.net,central,degraded,ADVA,FSP3000,1,1
10.40.183.160,JAXFLRT92,JAXFLRT92.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,1,1
10.10.199.126,OKCOKAG03,OKCOKAG03.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.246.24,CLTNCRT96,CLTNCRT96.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.60.79.14,BOSMAAG95,BOSMAAG95.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,0
10.70.37.37,GEGWAED75,GEGWAED75.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,1,1
10.20.39.102,CLTNCCO69,CLTNCCO69.east.lightspeed.net,east,active,Arista,7280R,1,1
10.40.31.165,BNATNED48,BNATNED48.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.60.169.162,NYCNYSW92,NYCNYSW92.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.30.193.209,LAXCADS39,LAXCADS39.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.50.59.21,ELPTXDS37,ELPTXDS37.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,1
10.10.100.111,OKCOKSW41,OKCOKSW41.central.lightspeed.net,central,down,ADVA,FSP150,1,0
10.20.156.95,PITPACO12,PITPACO12.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.50.216.80,PHXAZED61,PHXAZED61.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,1,1
10.50.209.218,PHXAZSW82,PHXAZSW82.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.70.176.201,GEGWADS22,GEGWADS22.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.10.85.96,OKCOKDS88,OKCOKDS88.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.30.236.93,LAXCART88,LAXCART88.west.lightspeed.net,west,active,Arista,7280R,1,1
10.10.22.147,AUSTXCO13,AUSTXCO13.central.lightspeed.net,central,active,ADVA,FSP150,1,1
10.20.2.232,PITPART24,PITPART24.east.lightspeed.net,east,active,Cisco,ISR4431,0,1
10.60.186.41,BOSMAED72,BOSMAED72.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.20.162.80,CLTNCRT80,CLTNCRT80.east.lightspeed.net,east,down,RAD,ETX-2,1,1
10.40.193.100,BNATNDS55,BNATNDS55.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.10.105.119,OKCOKSW95,OKCOKSW95.central.lightspeed.net,central,active,Cisco,NCS540,1,0
10.10.40.191,DALTXED23,DALTXED23.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.70.110.250,GEGWADS28,GEGWADS28.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.10.91.55,DALTXDS73,DALTXDS73.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.60.4.20,NYCNYRT85,NYCNYRT85.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.60.116.252,PHLPADS58,PHLPADS58.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,1,1
10.10.88.90,DALTXSW58,DALTXSW58.central.lightspeed.net,central,active,Arista,7280R,1,1
10.70.155.120,GEGWAAG68,GEGWAAG68.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,1,1
10.40.210.147,MIAFLED89,MIAFLED89.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,1,1
10.50.117.74,ELPTXAG11,ELPTXAG11.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.10.50.8,DALTXAG05,DALTXAG05.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.40.13.236,BNATNDS53,BNATNDS53.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.70.189.238,BOIIDAG76,BOIIDAG76.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.10.224.143,OKCOKAG31,OKCOKAG31.central.lightspeed.net,central,degraded,Cisco,ISR4431,1,1
10.70.163.48,BOIIDCO90,BOIIDCO90.northwest.lightspeed.net,northwest,degraded,Juniper,MX204,1,1
10.20.190.168,CLTNCAG75,CLTNCAG75.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.30.57.142,SFOCACO32,SFOCACO32.west.lightspeed.net,west,retired,Arista,7280R,1,1
10.50.225.62,ELPTXAG95,ELPTXAG95.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.30.87.98,SFOCASW61,SFOCASW61.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.60.124.97,PHLPAED40,PHLPAED40.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.20.217.48,ATLGASW49,ATLGASW49.east.lightspeed.net,east,degraded,Nokia,7750 SR-1,1,1
10.50.40.150,PHXAZDS92,PHXAZDS92.southwest.lightspeed.net,southwest,degraded,Juniper,MX204,1,1
10.20.172.158,ATLGART66,ATLGART66.east.lightspeed.net,east,active,Arista,7280R,1,1
10.40.131.113,JAXFLSW70,JAXFLSW70.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.20.228.156,CLTNCAG39,CLTNCAG39.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.50.68.33,ABQNMED93,ABQNMED93.southwest.lightspeed.net,southwest,active,ADVA,FSP150,1,1
10.10.78.108,DALTXAG63,DALTXAG63.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.10.154.39,DALTXAG23,DALTXAG23.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.40.54.107,MIAFLRT32,MIAFLRT32.southeast.lightspeed.net,southeast,active,Cisco,NCS540,1,1
10.50.65.96,PHXAZAG89,PHXAZAG89.southwest.lightspeed.net,southwest,degraded,Arista,7280R,1,1
10.40.172.126,BNATNAG12,BNATNAG12.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,1
10.40.0.162,MIAFLSW20,MIAFLSW20.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.60.21.43,BOSMASW80,BOSMASW80.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.20.235.134,ATLGAAG81,ATLGAAG81.east.lightspeed.net,east,degraded,Cisco,NCS540,1,0
10.40.32.26,BNATNRT38,BNATNRT38.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,1,1
10.30.132.139,SEAWAAG12,SEAWAAG12.west.lightspeed.net,west,active,Arista,7280R,1,1
