obs_ip_address,obs_hostname,obs_status,inv_vendor,inv_model,missing_in_inventory
10.30.196.62,SFOCAAG17,active,Arista,7280R,0
10.30.53.3,SFOCACO37,active,Cisco,NCS540,0
10.50.53.220,PHXAZCO88,retired,Cisco,NCS540,0
10.20.164.21,PITPADS51,active,Juniper,QFX5120,0
10.20.184.125,CLTNCCO98,down,Nokia,7750 SR-1,0
10.30.190.58,LAXCAAG23,active,Arista,7280R,0
10.70.250.174,GEGWART06,active,Arista,7050X3,0
10.50.239.177,ABQNMRT54,active,Arista,7050X3,0
10.20.105.2,PITPACO53,active,Nokia,7750 SR-1,0
10.40.120.86,JAXFLAG98,active,Arista,7280R,0
10.60.27.111,NYCNYCO31,active,Juniper,MX204,0
10.10.207.209,DALTXSW15,active,Cisco,Catalyst9300,0
10.10.254.194,OKCOKAG97,active,ADVA,FSP3000,0
10.10.142.196,AUSTXAG33,degraded,Arista,7280R,0
10.30.3.144,SEAWAAG69,degraded,Arista,7280R,0
10.70.116.23,PORORAG05,active,Arista,7280R,0
10.50.121.33,ABQNMSW95,down,Cisco,Catalyst9300,0
10.70.83.99,PORORCO80,down,Nokia,7750 SR-1,0
10.50.153.29,PHXAZAG23,active,,,1
10.50.159.59,ABQNMSW72,active,Cisco,Catalyst9300,0
10.40.209.223,BNATNED23,active,,,1
10.30.232.83,SEAWACO78,active,Juniper,MX204,0
10.50.253.167,PHXAZRT51,degraded,Arista,7050X3,0
10.60.95.136,PHLPACO95,active,Nokia,7750 SR-1,0
10.60.58.231,NYCNYRT60,degraded,Arista,7050X3,0
10.60.222.221,NYCNYCO87,active,Juniper,MX204,0
10.30.42.48,SEAWAAG76,active,ADVA,FSP3000,0
10.50.31.3,ABQNMDS92,degraded,ADVA,FSP150,0
10.10.76.105,OKCOKAG05,active,ADVA,FSP3000,0
10.40.19.38,MIAFLSW76,degraded,Cisco,Catalyst9300,0
10.60.168.132,NYCNYCO41,active,Juniper,MX204,0
10.30.62.66,SEAWACO25,active,Juniper,MX204,0
10.50.151.154,ABQNMRT29,active,Arista,7050X3,0
10.50.204.7,ABQNMRT88,active,Arista,7050X3,0
10.70.145.103,BOIIDAG53,degraded,Arista,7280R,0
10.10.166.117,DALTXRT53,active,Arista,7050X3,0
10.10.37.91,OKCOKSW06,degraded,Cisco,Catalyst9300,0
10.60.231.220,PHLPART77,active,Arista,7050X3,0
10.10.14.131,OKCOKDS84,active,ADVA,FSP150,0
10.50.127.236,ABQNMAG50,active,Arista,7280R,0
10.70.105.24,GEGWACO90,retired,Juniper,MX204,0
10.30.68.207,SFOCACO35,degraded,Nokia,7750 SR-1,0
10.20.235.40,ATLGADS82,degraded,ADVA,FSP150,0
10.40.142.207,BNATNDS53,down,ADVA,FSP150,0
10.70.52.45,BOIIDRT63,active,Arista,7050X3,0
10.30.2.122,LAXCACO17,active,Cisco,NCS540,0
10.50.132.48,ABQNMSW07,active,,,1
10.50.25.81,PHXAZSW62,active,Cisco,Catalyst9300,0
10.20.67.45,ATLGAAG30,active,ADVA,FSP3000,0
10.20.31.150,ATLGAAG95,degraded,ADVA,FSP3000,0
10.10.82.114,AUSTXSW99,active,Cisco,Catalyst9300,0
10.40.226.220,MIAFLSW10,active,Cisco,Catalyst9300,0
10.60.229.162,BOSMART66,active,Arista,7050X3,0
10.60.194.163,NYCNYRT01,active,Arista,7050X3,0
10.60.140.186,PHLPAAG30,active,ADVA,FSP3000,0
10.30.241.89,LAXCAAG60,active,Arista,7280R,0
10.30.249.216,SFOCACO89,active,Juniper,MX204,0
10.20.236.133,PITPAAG86,active,Arista,7280R,0
10.40.40.53,MIAFLDS42,degraded,Juniper,QFX5120,0
10.10.26.165,AUSTXAG87,active,Arista,7280R,0
10.40.40.134,BNATNDS24,active,Juniper,QFX5120,0
10.50.169.120,ABQNMED08,active,,,1
10.20.61.105,ATLGACO47,degraded,Juniper,MX204,0
10.10.190.6,DALTXSW93,active,Cisco,Catalyst9300,0
10.50.173.167,ABQNMDS12,active,Juniper,QFX5120,0
10.30.190.9,SFOCACO23,down,Nokia,7750 SR-1,0
10.40.155.87,BNATNAG49,active,ADVA,FSP3000,0
10.20.218.74,ATLGADS41,active,Juniper,QFX5120,0
10.60.187.55,PHLPACO97,active,Cisco,NCS540,0
10.10.166.62,DALTXSW55,active,Cisco,Catalyst9300,0
10.40.94.50,JAXFLDS25,active,ADVA,FSP150,0
10.60.250.91,NYCNYCO51,degraded,Nokia,7750 SR-1,0
10.20.189.213,CLTNCRT50,down,Arista,7050X3,0
10.10.85.13,DALTXAG86,active,ADVA,FSP3000,0
10.50.245.234,PHXAZDS07,degraded,Juniper,QFX5120,0
10.50.201.197,ELPTXED88,active,Cisco,ISR4431,0
10.60.94.56,BOSMART71,active,Arista,7050X3,0
10.10.221.81,DALTXAG14,active,Arista,7280R,0
10.50.188.76,ELPTXAG20,active,ADVA,FSP3000,0
10.50.3.122,PHXAZSW06,active,Cisco,Catalyst9300,0
10.40.183.34,BNATNDS67,active,ADVA,FSP150,0
10.20.33.63,PITPART97,active,Arista,7050X3,0
10.10.168.52,DALTXAG62,active,Arista,7280R,0
10.20.160.162,PITPASW38,degraded,Cisco,Catalyst9300,0
10.50.87.240,ELPTXED09,active,,,1
10.50.76.205,ELPTXED61,active,Juniper,SRX345,0
10.20.21.226,CLTNCSW71,active,Cisco,Catalyst9300,0
10.10.124.168,OKCOKCO07,down,Cisco,NCS540,0
10.60.175.28,NYCNYCO28,degraded,Nokia,7750 SR-1,0
10.50.47.49,ELPTXSW21,active,Cisco,Catalyst9300,0
10.50.226.108,ABQNMDS87,degraded,Juniper,QFX5120,0
10.10.179.172,AUSTXAG65,active,ADVA,FSP3000,0
10.20.188.161,ATLGAED68,active,,,1
10.20.136.7,CLTNCRT43,active,Arista,7050X3,0
10.40.58.59,BNATNED18,active,,,1
10.20.77.242,PITPAAG28,active,ADVA,FSP3000,0
10.60.232.11,PHLPART69,active,Arista,7050X3,0
10.40.44.125,BNATNDS18,active,ADVA,FSP150,0
10.40.111.108,JAXFLRT46,retired,Arista,7050X3,0
10.40.65.59,BNATNDS91,active,Juniper,QFX5120,0
10.50.208.170,PHXAZDS43,active,ADVA,FSP150,0
10.30.10.104,LAXCACO61,active,Juniper,MX204,0
10.20.77.130,ATLGAAG36,active,ADVA,FSP3000,0
10.10.31.217,OKCOKAG07,degraded,Arista,7280R,0
10.10.173.237,OKCOKED51,degraded,RAD,ETX-2,0
10.40.118.1,MIAFLSW55,degraded,Cisco,Catalyst9300,0
10.30.119.131,SFOCART32,degraded,Arista,7050X3,0
10.20.248.73,ATLGACO73,active,Nokia,7750 SR-1,0
10.40.221.169,MIAFLED51,degraded,,,1
10.20.60.166,ATLGADS74,active,ADVA,FSP150,0
10.30.208.97,SFOCACO72,degraded,Juniper,MX204,0
10.50.226.177,ELPTXDS57,degraded,ADVA,FSP150,0
10.40.67.26,JAXFLSW99,active,Cisco,Catalyst9300,0
10.40.116.206,BNATNSW03,retired,Cisco,Catalyst9300,0
10.60.49.104,PHLPAAG99,active,Arista,7280R,0
10.70.74.86,PORORRT64,active,Arista,7050X3,0
10.40.120.23,JAXFLDS61,degraded,ADVA,FSP150,0
10.10.139.64,DALTXAG78,active,ADVA,FSP3000,0
10.70.110.128,GEGWACO19,degraded,Juniper,MX204,0
10.40.138.41,JAXFLED40,degraded,,,1
10.70.189.15,GEGWART51,active,Arista,7050X3,0
10.20.39.55,PITPACO66,degraded,Nokia,7750 SR-1,0
10.50.249.111,ABQNMDS44,active,Juniper,QFX5120,0
10.50.212.99,ABQNMAG91,degraded,ADVA,FSP3000,0
10.30.87.168,LAXCADS62,active,ADVA,FSP150,0
10.70.36.188,PORORSW21,degraded,Cisco,Catalyst9300,0
10.40.195.189,JAXFLDS52,degraded,Juniper,QFX5120,0
10.60.6.144,NYCNYCO49,active,Cisco,NCS540,0
10.10.124.207,OKCOKDS50,active,ADVA,FSP150,0
10.70.120.236,GEGWAAG28,degraded,Arista,7280R,0
10.30.104.151,SEAWART59,active,Arista,7050X3,0
10.30.54.251,SFOCACO29,active,Juniper,MX204,0
10.50.160.2,ABQNMDS58,active,ADVA,FSP150,0
10.40.187.115,BNATNRT41,active,Arista,7050X3,0
10.40.180.46,JAXFLDS37,active,ADVA,FSP150,0
10.20.202.19,ATLGART18,active,Arista,7050X3,0
10.20.143.52,ATLGAAG53,active,Arista,7280R,0
10.60.124.53,PHLPART80,active,Arista,7050X3,0
10.10.190.159,AUSTXCO41,active,Juniper,MX204,0
10.30.234.148,SFOCART17,down,Arista,7050X3,0
10.20.179.63,CLTNCRT07,active,Arista,7050X3,0
10.50.144.250,PHXAZED57,degraded,,,1
10.10.76.225,AUSTXED59,degraded,Juniper,SRX345,0
10.40.11.136,MIAFLED97,active,RAD,ETX-2,0
10.70.153.31,GEGWART59,active,Arista,7050X3,0
10.40.35.28,JAXFLAG79,down,Arista,7280R,0
10.50.73.156,ABQNMCO91,active,Nokia,7750 SR-1,0
10.20.245.89,CLTNCAG47,degraded,ADVA,FSP3000,0
10.30.182.107,SEAWAAG51,down,,,1
10.60.60.97,PHLPACO07,active,Juniper,MX204,0
10.10.15.41,OKCOKDS95,retired,Juniper,QFX5120,0
10.10.128.198,DALTXRT25,active,Arista,7050X3,0
10.50.74.29,ELPTXAG11,active,ADVA,FSP3000,0
10.70.32.28,GEGWAAG33,active,Arista,7280R,0
10.20.91.244,ATLGAAG88,active,Arista,7280R,0
10.50.172.206,ABQNMCO55,active,Nokia,7750 SR-1,0
10.10.9.28,AUSTXCO14,active,Nokia,7750 SR-1,0
10.50.194.29,PHXAZRT50,degraded,Arista,7050X3,0
10.30.51.95,SFOCASW91,active,Cisco,Catalyst9300,0
10.60.66.221,PHLPACO62,degraded,Juniper,MX204,0
10.60.16.180,NYCNYAG05,active,ADVA,FSP3000,0
10.60.230.174,PHLPART65,active,Arista,7050X3,0
10.10.74.145,OKCOKCO98,active,Cisco,NCS540,0
10.10.121.40,DALTXDS53,active,ADVA,FSP150,0
10.40.210.251,JAXFLDS89,active,ADVA,FSP150,0
10.50.174.149,PHXAZDS72,active,Juniper,QFX5120,0
10.40.109.217,MIAFLRT44,active,Arista,7050X3,0
10.40.150.154,MIAFLCO78,active,Juniper,MX204,0
10.50.41.56,ELPTXAG68,active,Arista,7280R,0
10.50.84.45,PHXAZSW34,degraded,Cisco,Catalyst9300,0
10.50.243.103,PHXAZCO63,degraded,Cisco,NCS540,0
10.20.80.124,ATLGACO43,active,Juniper,MX204,0
10.50.103.229,ABQNMED05,active,,,1
10.50.19.111,ELPTXSW82,active,Cisco,Catalyst9300,0
10.10.142.150,AUSTXDS26,active,Juniper,QFX5120,0
10.40.7.60,JAXFLSW20,active,Cisco,Catalyst9300,0
10.10.144.58,OKCOKDS36,active,ADVA,FSP150,0
10.60.39.65,BOSMART32,active,Arista,7050X3,0
10.20.203.237,ATLGAAG51,active,Arista,7280R,0
10.20.151.69,ATLGASW44,active,Cisco,Catalyst9300,0
10.40.17.61,MIAFLED98,degraded,Juniper,SRX345,0
10.40.110.153,BNATNDS65,active,ADVA,FSP150,0
10.20.77.16,ATLGAAG62,active,Arista,7280R,0
10.40.226.182,BNATNED17,degraded,,,1
10.50.79.125,PHXAZAG96,active,,,1
10.40.153.10,BNATNAG69,degraded,ADVA,FSP3000,0
10.20.160.5,ATLGASW82,active,Cisco,Catalyst9300,0
10.10.144.9,OKCOKAG61,down,,,1
10.50.82.149,ABQNMRT91,active,Arista,7050X3,0
10.10.18.36,DALTXED20,active,RAD,ETX-2,0
10.70.158.2,GEGWASW74,degraded,Cisco,Catalyst9300,0
10.20.246.182,CLTNCSW07,active,Cisco,Catalyst9300,0
10.50.4.174,PHXAZCO70,active,Cisco,NCS540,0
10.50.46.90,ABQNMCO90,active,Nokia,7750 SR-1,0
10.20.64.96,ATLGASW71,active,Cisco,Catalyst9300,0
10.10.184.172,DALTXRT18,retired,Arista,7050X3,0
10.70.52.139,PORORAG42,degraded,ADVA,FSP3000,0
10.70.239.244,PORORCO23,active,Cisco,NCS540,0
10.10.92.57,AUSTXCO16,down,Nokia,7750 SR-1,0
10.10.106.103,OKCOKED49,degraded,,,1
10.10.204.213,OKCOKAG19,active,Arista,7280R,0
10.40.51.221,MIAFLDS53,active,Juniper,QFX5120,0
10.30.95.182,SFOCASW20,active,Cisco,Catalyst9300,0
10.50.37.247,PHXAZED80,degraded,,,1
10.50.136.20,ELPTXED52,active,,,1
10.20.216.3,CLTNCAG27,active,ADVA,FSP3000,0
10.10.107.86,AUSTXCO78,active,Nokia,7750 SR-1,0
10.30.77.55,SFOCACO13,active,Juniper,MX204,0
10.30.174.72,LAXCADS60,degraded,Juniper,QFX5120,0
10.20.88.21,ATLGACO74,active,Nokia,7750 SR-1,0
10.10.141.230,OKCOKDS76,active,ADVA,FSP150,0
10.40.122.148,JAXFLCO18,active,Cisco,NCS540,0
10.20.98.186,ATLGAED92,active,,,1
10.10.5.127,OKCOKAG57,degraded,Arista,7280R,0
10.70.121.77,GEGWAAG95,degraded,,,1
10.40.32.220,BNATNSW21,active,Cisco,Catalyst9300,0
10.20.148.29,ATLGAAG47,active,Arista,7280R,0
10.70.44.140,GEGWART44,active,Arista,7050X3,0
10.60.135.87,NYCNYCO62,degraded,Nokia,7750 SR-1,0
10.50.65.139,ABQNMCO88,active,Cisco,NCS540,0
10.30.228.89,SFOCAAG95,active,Arista,7280R,0
10.20.220.151,ATLGADS63,active,Juniper,QFX5120,0
10.70.21.192,BOIIDAG94,active,ADVA,FSP3000,0
10.10.156.98,DALTXSW35,active,Cisco,Catalyst9300,0
10.70.181.58,BOIIDRT98,degraded,,,1
10.60.55.130,NYCNYRT75,degraded,Arista,7050X3,0
10.40.47.238,JAXFLCO24,down,Cisco,NCS540,0
10.10.24.73,AUSTXSW35,active,Cisco,Catalyst9300,0
10.60.244.122,PHLPACO01,degraded,Cisco,NCS540,0
10.50.123.216,ELPTXAG65,active,ADVA,FSP3000,0
10.50.94.202,ELPTXAG77,active,ADVA,FSP3000,0
10.40.91.7,JAXFLED87,active,Juniper,SRX345,0
10.70.179.57,PORORCO87,active,Cisco,NCS540,0
10.50.51.147,ELPTXCO84,active,Juniper,MX204,0
10.40.157.105,JAXFLAG24,active,Arista,7280R,0
10.10.255.76,OKCOKRT07,active,Arista,7050X3,0
10.70.221.196,BOIIDRT95,active,Arista,7050X3,0
10.40.243.25,BNATNSW96,active,Cisco,Catalyst9300,0
10.10.247.246,DALTXDS89,active,ADVA,FSP150,0
10.40.233.112,BNATNED64,active,,,1
10.50.29.145,PHXAZDS85,active,ADVA,FSP150,0
10.40.207.221,MIAFLRT64,active,Arista,7050X3,0
10.60.33.88,PHLPART96,active,Arista,7050X3,0
10.40.151.94,JAXFLRT66,active,,,1
10.50.57.135,ELPTXSW90,active,Cisco,Catalyst9300,0
10.10.49.136,AUSTXSW07,active,Cisco,Catalyst9300,0
10.50.82.38,PHXAZED01,active,RAD,ETX-2,0
10.50.245.233,ELPTXAG92,active,ADVA,FSP3000,0
10.40.213.219,BNATNSW58,retired,Cisco,Catalyst9300,0
10.20.232.185,CLTNCRT93,down,,,1
10.50.10.120,PHXAZAG77,active,Arista,7280R,0
10.10.139.163,DALTXCO19,active,Nokia,7750 SR-1,0
10.40.234.200,BNATNAG73,active,Arista,7280R,0
10.30.160.202,LAXCACO08,retired,Juniper,MX204,0
10.10.3.23,OKCOKDS43,active,ADVA,FSP150,0
10.10.47.143,AUSTXAG60,degraded,ADVA,FSP3000,0
10.50.11.75,ELPTXSW03,active,Cisco,Catalyst9300,0
10.40.208.45,JAXFLED53,down,Juniper,SRX345,0
10.40.157.2,BNATNSW17,degraded,Cisco,Catalyst9300,0
10.40.83.84,JAXFLAG80,active,Arista,7280R,0
10.60.228.72,PHLPACO33,active,Cisco,NCS540,0
10.10.85.52,DALTXCO72,degraded,Juniper,MX204,0
10.40.108.0,JAXFLSW24,active,Cisco,Catalyst9300,0
10.20.70.73,PITPASW48,active,Cisco,Catalyst9300,0
10.60.10.189,PHLPACO06,active,Nokia,7750 SR-1,0
10.60.93.13,BOSMACO28,active,Juniper,MX204,0
10.20.207.93,CLTNCRT40,active,Arista,7050X3,0
10.40.6.45,BNATNDS02,active,ADVA,FSP150,0
10.50.61.87,ELPTXRT61,active,Arista,7050X3,0
10.40.50.114,BNATNRT39,active,Arista,7050X3,0
10.50.31.6,PHXAZSW71,active,Cisco,Catalyst9300,0
10.50.163.191,ELPTXSW08,degraded,Cisco,Catalyst9300,0
10.30.87.146,SEAWAAG50,down,ADVA,FSP3000,0
10.20.2.125,CLTNCCO56,active,Juniper,MX204,0
10.10.181.189,DALTXAG29,active,Arista,7280R,0
10.10.253.25,AUSTXDS30,retired,ADVA,FSP150,0
10.10.78.163,AUSTXRT65,active,Arista,7050X3,0
10.40.255.240,JAXFLRT24,active,Arista,7050X3,0
10.30.1.11,SEAWAAG74,degraded,Arista,7280R,0
10.70.143.2,GEGWAAG13,degraded,Arista,7280R,0
10.10.238.201,OKCOKCO73,degraded,Cisco,NCS540,0
10.20.218.114,ATLGAAG19,active,Arista,7280R,0
10.30.250.79,SEAWAAG49,degraded,ADVA,FSP3000,0
10.20.124.185,PITPASW92,degraded,Cisco,Catalyst9300,0
10.10.14.84,OKCOKAG63,active,Arista,7280R,0
10.20.6.65,PITPART50,active,Arista,7050X3,0
10.30.38.35,LAXCART40,degraded,Arista,7050X3,0
10.40.118.10,JAXFLAG34,degraded,ADVA,FSP3000,0
10.50.139.59,ABQNMED22,active,Cisco,ISR4431,0
10.20.61.33,ATLGART48,active,Arista,7050X3,0
10.20.22.40,ATLGASW57,active,Cisco,Catalyst9300,0
10.10.166.90,DALTXSW40,degraded,Cisco,Catalyst9300,0
10.70.214.198,BOIIDAG30,down,ADVA,FSP3000,0
10.70.205.130,BOIIDRT33,down,Arista,7050X3,0
10.50.132.160,ELPTXCO80,active,Nokia,7750 SR-1,0
10.40.107.176,BNATNCO74,active,Juniper,MX204,0
10.70.218.187,GEGWACO01,active,Juniper,MX204,0
10.70.120.185,PORORRT21,active,Arista,7050X3,0
10.10.168.32,DALTXRT16,active,Arista,7050X3,0
10.50.242.97,ELPTXDS09,active,Juniper,QFX5120,0
10.20.122.159,CLTNCAG86,active,Arista,7280R,0
10.10.153.163,DALTXED03,active,RAD,ETX-2,0
10.50.129.172,ELPTXRT65,active,Arista,7050X3,0
10.70.109.75,GEGWAAG32,active,Arista,7280R,0
10.50.50.48,ABQNMED27,retired,RAD,ETX-2,0
10.10.227.113,AUSTXRT44,down,Arista,7050X3,0
10.10.246.99,OKCOKDS62,active,ADVA,FSP150,0
10.20.172.172,ATLGAAG02,active,ADVA,FSP3000,0
10.40.171.140,JAXFLAG67,down,ADVA,FSP3000,0
10.50.167.34,ELPTXSW25,active,Cisco,Catalyst9300,0
10.10.155.48,OKCOKCO08,active,Nokia,7750 SR-1,0
10.70.104.208,GEGWACO94,active,Juniper,MX204,0
10.10.59.46,OKCOKAG85,active,ADVA,FSP3000,0
10.40.132.132,MIAFLSW14,degraded,Cisco,Catalyst9300,0
10.70.60.5,GEGWACO93,active,Juniper,MX204,0
10.10.35.100,OKCOKRT06,down,Arista,7050X3,0
10.60.216.71,NYCNYCO27,active,Cisco,NCS540,0
10.30.231.219,LAXCAAG41,active,ADVA,FSP3000,0
10.40.116.218,BNATNSW05,degraded,Cisco,Catalyst9300,0
10.40.246.17,JAXFLRT99,degraded,Arista,7050X3,0
10.10.181.164,OKCOKCO39,active,Juniper,MX204,0
10.60.36.93,NYCNYAG20,active,ADVA,FSP3000,0
10.20.117.227,CLTNCSW33,active,Cisco,Catalyst9300,0
10.60.193.226,PHLPART46,active,Arista,7050X3,0
10.10.203.154,AUSTXRT72,active,Arista,7050X3,0
10.40.98.187,JAXFLCO85,active,Cisco,NCS540,0
10.40.104.198,BNATNAG88,active,ADVA,FSP3000,0
10.10.77.58,AUSTXRT27,active,Arista,7050X3,0
10.60.231.65,NYCNYSW73,degraded,Cisco,Catalyst9300,0
10.40.114.129,BNATNAG55,active,ADVA,FSP3000,0
10.40.114.187,MIAFLDS51,active,Juniper,QFX5120,0
10.10.103.40,OKCOKRT53,active,Arista,7050X3,0
10.30.162.232,LAXCAAG55,degraded,Arista,7280R,0
10.50.40.153,ABQNMED53,active,,,1
10.20.162.214,PITPART21,active,Arista,7050X3,0
10.50.139.189,ELPTXDS60,active,Juniper,QFX5120,0
10.70.14.110,BOIIDRT10,active,Arista,7050X3,0
10.20.70.14,CLTNCED18,active,,,1
10.70.100.92,BOIIDCO47,active,Juniper,MX204,0
10.40.145.42,MIAFLRT06,active,Arista,7050X3,0
10.30.215.24,LAXCADS44,active,ADVA,FSP150,0
10.10.105.243,DALTXRT58,degraded,Arista,7050X3,0
10.70.210.128,GEGWACO16,degraded,Cisco,NCS540,0
10.20.15.176,CLTNCCO77,active,Nokia,7750 SR-1,0
10.10.124.13,DALTXAG87,active,ADVA,FSP3000,0
10.40.81.236,MIAFLED47,active,RAD,ETX-2,0
10.30.100.28,SEAWAAG25,active,Arista,7280R,0
10.50.16.76,ABQNMSW70,degraded,Cisco,Catalyst9300,0
10.70.236.9,PORORAG19,degraded,ADVA,FSP3000,0
10.20.242.19,CLTNCSW64,active,Cisco,Catalyst9300,0
10.40.184.35,MIAFLCO85,active,Nokia,7750 SR-1,0
10.10.167.80,OKCOKRT69,degraded,Arista,7050X3,0
10.70.204.113,PORORCO98,active,Juniper,MX204,0
10.40.0.88,MIAFLAG17,active,Arista,7280R,0
10.10.174.185,DALTXSW89,active,,,1
10.30.2.154,LAXCASW05,active,Cisco,Catalyst9300,0
10.70.213.63,GEGWAAG62,active,ADVA,FSP3000,0
10.50.100.180,ELPTXED23,retired,,,1
10.40.196.227,JAXFLSW49,degraded,Cisco,Catalyst9300,0
10.20.19.114,ATLGASW32,active,Cisco,Catalyst9300,0
10.50.3.74,ABQNMAG67,active,Arista,7280R,0
10.40.203.150,MIAFLRT08,active,Arista,7050X3,0
10.10.201.10,DALTXRT23,active,Arista,7050X3,0
10.30.86.172,SFOCART21,active,Arista,7050X3,0
10.60.225.253,PHLPART88,active,Arista,7050X3,0
10.70.131.52,BOIIDCO71,degraded,Nokia,7750 SR-1,0
10.20.211.33,ATLGACO72,degraded,Cisco,NCS540,0
10.40.118.62,MIAFLDS67,active,ADVA,FSP150,0
10.40.24.109,MIAFLSW05,degraded,Cisco,Catalyst9300,0
10.20.150.147,ATLGAAG06,active,Arista,7280R,0
10.30.3.229,SEAWASW13,degraded,Cisco,Catalyst9300,0
10.20.10.132,ATLGAAG37,active,ADVA,FSP3000,0
10.20.253.38,PITPART43,degraded,Arista,7050X3,0
10.40.27.175,MIAFLSW69,active,Cisco,Catalyst9300,0
10.10.192.32,OKCOKAG86,active,ADVA,FSP3000,0
10.30.152.0,SFOCART41,retired,Arista,7050X3,0
10.50.69.122,ABQNMSW45,active,Cisco,Catalyst9300,0
10.40.207.216,BNATNED71,active,,,1
10.10.70.93,OKCOKDS20,active,ADVA,FSP150,0
10.20.101.105,ATLGAAG66,degraded,Arista,7280R,0
10.30.186.222,LAXCAAG33,degraded,ADVA,FSP3000,0
10.60.18.93,PHLPACO23,degraded,Juniper,MX204,0
10.50.209.128,ELPTXAG07,degraded,Arista,7280R,0
10.60.188.128,BOSMART78,active,Arista,7050X3,0
10.30.52.60,LAXCASW31,active,Cisco,Catalyst9300,0
10.10.232.236,OKCOKRT25,down,Arista,7050X3,0
10.10.19.162,OKCOKAG17,down,ADVA,FSP3000,0
10.70.8.78,GEGWACO57,active,Juniper,MX204,0
10.10.232.105,OKCOKRT51,active,Arista,7050X3,0
10.10.7.94,AUSTXRT34,active,Arista,7050X3,0
10.30.182.162,LAXCACO32,active,Juniper,MX204,0
10.60.28.230,NYCNYCO12,degraded,Juniper,MX204,0
10.30.156.75,SEAWACO31,active,Juniper,MX204,0
10.30.75.225,LAXCACO98,degraded,Nokia,7750 SR-1,0
10.40.17.86,MIAFLSW49,active,Cisco,Catalyst9300,0
10.50.77.6,ABQNMED62,degraded,,,1
10.30.5.199,SEAWASW80,active,Cisco,Catalyst9300,0
10.50.89.47,PHXAZRT40,degraded,Arista,7050X3,0
10.60.85.76,PHLPART06,down,Arista,7050X3,0
10.30.128.188,SEAWADS87,active,Juniper,QFX5120,0
10.30.151.7,SEAWACO48,down,Juniper,MX204,0
10.70.179.252,BOIIDAG56,active,Arista,7280R,0
10.30.129.49,SFOCART13,degraded,Arista,7050X3,0
10.40.110.81,BNATNCO54,active,Nokia,7750 SR-1,0
10.40.68.167,BNATNED07,degraded,,,1
10.70.200.79,PORORCO24,retired,Nokia,7750 SR-1,0
10.40.212.172,BNATNDS16,active,ADVA,FSP150,0
10.50.78.239,PHXAZED26,degraded,,,1
10.20.63.65,PITPACO89,degraded,Cisco,NCS540,0
10.70.80.248,BOIIDAG58,degraded,Arista,7280R,0
10.10.59.118,OKCOKRT48,active,Arista,7050X3,0
10.50.137.226,ELPTXED83,down,Cisco,ISR4431,0
10.20.41.208,CLTNCRT84,degraded,Arista,7050X3,0
10.10.105.214,AUSTXDS17,degraded,Juniper,QFX5120,0
10.20.83.21,CLTNCCO72,down,Nokia,7750 SR-1,0
10.70.125.21,PORORAG84,degraded,Arista,7280R,0
10.50.204.80,ABQNMSW49,active,Cisco,Catalyst9300,0
10.40.179.59,BNATNCO76,active,Cisco,NCS540,0
10.10.11.156,OKCOKAG51,active,Arista,7280R,0
10.20.26.102,CLTNCAG46,active,ADVA,FSP3000,0
10.70.36.250,PORORRT07,down,Arista,7050X3,0
10.30.57.106,SEAWART11,active,Arista,7050X3,0
10.50.153.220,ELPTXED81,active,,,1
10.70.156.239,BOIIDAG02,active,Arista,7280R,0
10.20.216.107,CLTNCCO91,degraded,Nokia,7750 SR-1,0
10.40.216.253,BNATNCO71,active,Juniper,MX204,0
10.10.250.31,AUSTXAG47,active,ADVA,FSP3000,0
10.20.91.217,ATLGAED76,active,Cisco,ISR4431,0
10.50.183.159,ABQNMSW18,degraded,Cisco,Catalyst9300,0
10.50.150.82,PHXAZAG42,degraded,Arista,7280R,0
10.20.222.90,CLTNCED57,active,RAD,ETX-2,0
10.20.51.225,PITPASW28,degraded,Cisco,Catalyst9300,0
10.60.172.17,PHLPACO72,active,Cisco,NCS540,0
10.70.101.176,PORORCO93,degraded,Cisco,NCS540,0
10.50.190.42,PHXAZED13,active,,,1
10.60.194.227,BOSMART99,active,Arista,7050X3,0
10.50.61.110,ABQNMRT65,active,Arista,7050X3,0
10.50.147.104,ABQNMDS54,active,,,1
10.20.251.45,ATLGACO67,active,Juniper,MX204,0
10.30.18.32,SFOCACO11,active,Juniper,MX204,0
10.10.48.148,OKCOKAG18,active,ADVA,FSP3000,0
10.70.135.81,PORORRT40,active,Arista,7050X3,0
10.50.70.185,ABQNMDS20,active,Juniper,QFX5120,0
10.30.183.208,SEAWAAG43,degraded,Arista,7280R,0
10.50.53.29,ABQNMRT03,active,Arista,7050X3,0
10.30.231.53,LAXCASW59,degraded,Cisco,Catalyst9300,0
10.30.120.28,SEAWACO56,active,Nokia,7750 SR-1,0
10.50.239.22,ELPTXRT71,retired,Arista,7050X3,0
10.40.120.5,JAXFLSW64,active,Cisco,Catalyst9300,0
10.40.118.211,BNATNDS32,down,Juniper,QFX5120,0
10.30.44.2,SFOCAAG69,active,ADVA,FSP3000,0
10.50.157.198,ABQNMDS70,down,ADVA,FSP150,0
10.40.120.15,JAXFLCO49,degraded,Juniper,MX204,0
10.20.58.46,ATLGACO39,active,Cisco,NCS540,0
10.70.114.100,BOIIDAG04,active,Arista,7280R,0
10.20.196.72,CLTNCCO07,active,Juniper,MX204,0
