ip_address,hostname,fqdn,vendor,model,region,missing_in_inventory,missing_in_ipam
214.123.155.18,ABQNMedge-zahwlgtfsw,ABQNMedge-zahwlgtfsw.ABQ.lightspeed.net,Cisco,ISR4431,ABQ,1,0
64.38.99.119,MIAFLdist-lxneukyjgp,MIAFLdist-lxneukyjgp.MIA.lightspeed.net,ADVA,FSP150,MIA,0,0
162.69.135.80,GEGWAedge-fvemdahrfn,GEGWAedge-fvemdahrfn.GEG.lightspeed.net,Cisco,ISR4431,GEG,0,0
100.248.36.27,MIAFLsw-qgotxghwpg,MIAFLsw-qgotxghwpg.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
92.0.143.112,BNATNsw-pjqvlulmzl,BNATNsw-pjqvlulmzl.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
195.49.152.238,ATLGArtr-rezbtsxgca,ATLGArtr-rezbtsxgca.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
13.107.24.63,PORORagg-fivgqlrhlr,PORORagg-fivgqlrhlr.POR.lightspeed.net,Arista,7280R,POR,0,0
93.120.110.36,AUSTXsw-qdlkywqxnl,AUSTXsw-qdlkywqxnl.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,0,0
196.207.242.20,BOSMAdist-icdrqwroct,BOSMAdist-icdrqwroct.BOS.lightspeed.net,ADVA,FSP150,BOS,0,0
191.0.85.241,SFOCAedge-xzxnfsgikd,SFOCAedge-xzxnfsgikd.SFO.lightspeed.net,Juniper,SRX345,SFO,1,0
11.174.86.109,PITPAdist-wwxegvlqiq,PITPAdist-wwxegvlqiq.PIT.lightspeed.net,Juniper,QFX5120,PIT,0,0
113.135.79.91,ATLGAedge-aizbtfqmmt,ATLGAedge-aizbtfqmmt.ATL.lightspeed.net,Cisco,ISR4431,ATL,0,0
105.142.82.143,MIAFLagg-jzhtqtdirc,MIAFLagg-jzhtqtdirc.MIA.lightspeed.net,Arista,7280R,MIA,0,0
197.88.127.69,PHLPAedge-bczuhmovhf,PHLPAedge-bczuhmovhf.PHL.lightspeed.net,Juniper,SRX345,PHL,1,0
47.230.161.158,CLTNCrtr-lodprrbbge,CLTNCrtr-lodprrbbge.CLT.lightspeed.net,Arista,7050X3,CLT,0,0
223.158.61.73,BOIIDdist-xmyhufybmh,BOIIDdist-xmyhufybmh.BOI.lightspeed.net,Juniper,QFX5120,BOI,0,0
194.44.214.66,MIAFLdist-mztbxcbhbc,MIAFLdist-mztbxcbhbc.MIA.lightspeed.net,Juniper,QFX5120,MIA,0,0
164.100.7.172,ELPTXdist-hajtqyahyw,ELPTXdist-hajtqyahyw.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
73.239.11.23,CLTNCdist-gpkyjbvwwy,CLTNCdist-gpkyjbvwwy.CLT.lightspeed.net,Juniper,QFX5120,CLT,0,0
80.128.149.47,PHXAZsw-tfntxcnnri,PHXAZsw-tfntxcnnri.PHX.lightspeed.net,Cisco,Catalyst9300,PHX,0,0
153.147.6.163,ELPTXagg-fxrwkzvpzw,ELPTXagg-fxrwkzvpzw.ELP.lightspeed.net,Arista,7280R,ELP,0,0
133.252.84.44,PITPAsw-trejkxmgub,PITPAsw-trejkxmgub.PIT.lightspeed.net,Cisco,Catalyst9300,PIT,0,0
186.117.138.11,ABQNMrtr-jtxqpnnrut,ABQNMrtr-jtxqpnnrut.ABQ.lightspeed.net,Arista,7050X3,ABQ,0,0
207.63.25.223,PITPArtr-ndwiknmemy,PITPArtr-ndwiknmemy.PIT.lightspeed.net,Arista,7050X3,PIT,0,0
29.81.1.1,SFOCAedge-twgzcoscsj,SFOCAedge-twgzcoscsj.SFO.lightspeed.net,Cisco,ISR4431,SFO,1,0
155.117.122.169,CLTNCagg-mkfnuzxowe,CLTNCagg-mkfnuzxowe.CLT.lightspeed.net,Arista,7280R,CLT,0,0
68.175.153.131,ATLGArtr-vxhkkbouub,ATLGArtr-vxhkkbouub.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
34.139.75.24,BNATNcore-jhiixogeoz,BNATNcore-jhiixogeoz.BNA.lightspeed.net,Cisco,NCS540,BNA,0,0
32.106.165.236,PORORedge-bhxlazrrvn,PORORedge-bhxlazrrvn.POR.lightspeed.net,Juniper,SRX345,POR,1,0
69.133.85.241,PITPAdist-mocdoeoaig,PITPAdist-mocdoeoaig.PIT.lightspeed.net,Juniper,QFX5120,PIT,0,0
196.89.4.88,BNATNagg-jkimjeorrt,BNATNagg-jkimjeorrt.BNA.lightspeed.net,ADVA,FSP3000,BNA,0,0
13.235.240.236,BNATNcore-vttbcmbjit,BNATNcore-vttbcmbjit.BNA.lightspeed.net,Juniper,MX204,BNA,1,0
215.14.203.41,ABQNMagg-ylvdvrzddx,ABQNMagg-ylvdvrzddx.ABQ.lightspeed.net,ADVA,FSP3000,ABQ,0,0
21.243.43.85,JAXFLcore-arthggcwey,JAXFLcore-arthggcwey.JAX.lightspeed.net,Cisco,NCS540,JAX,0,0
3.191.246.228,MIAFLsw-qnlfvkmjzy,MIAFLsw-qnlfvkmjzy.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
157.220.174.110,DALTXedge-wavcyxrfuz,DALTXedge-wavcyxrfuz.DAL.lightspeed.net,Juniper,SRX345,DAL,1,0
112.5.19.222,BOIIDedge-yrnfbxzoak,BOIIDedge-yrnfbxzoak.BOI.lightspeed.net,Cisco,ISR4431,BOI,0,0
97.64.158.250,GEGWAsw-mtlmwftopg,GEGWAsw-mtlmwftopg.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
50.160.220.190,MIAFLcore-kilcfszsaf,MIAFLcore-kilcfszsaf.MIA.lightspeed.net,Cisco,NCS540,MIA,0,0
115.149.15.153,ATLGAcore-dckaqtllxd,ATLGAcore-dckaqtllxd.ATL.lightspeed.net,Nokia,7750 SR-1,ATL,0,0
101.11.62.5,OKCOKdist-lckxmypexs,OKCOKdist-lckxmypexs.OKC.lightspeed.net,Juniper,QFX5120,OKC,0,0
158.182.126.118,PHLPArtr-dbqvfnyled,PHLPArtr-dbqvfnyled.PHL.lightspeed.net,Arista,7050X3,PHL,0,0
75.173.136.133,BOSMArtr-nwhollcqtb,BOSMArtr-nwhollcqtb.BOS.lightspeed.net,Arista,7050X3,BOS,0,0
129.50.176.121,OKCOKagg-qwqsbhfprf,OKCOKagg-qwqsbhfprf.OKC.lightspeed.net,Arista,7280R,OKC,0,0
71.234.217.55,GEGWArtr-npndorpear,GEGWArtr-npndorpear.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
3.155.194.194,OKCOKdist-wdwlrnvrwe,OKCOKdist-wdwlrnvrwe.OKC.lightspeed.net,Juniper,QFX5120,OKC,0,0
216.111.153.67,PHLPAcore-skbihoubry,PHLPAcore-skbihoubry.PHL.lightspeed.net,Nokia,7750 SR-1,PHL,0,0
108.213.69.246,ABQNMedge-wkshkrcosx,ABQNMedge-wkshkrcosx.ABQ.lightspeed.net,Juniper,SRX345,ABQ,0,0
72.101.139.178,BOIIDcore-lwaesmohbj,BOIIDcore-lwaesmohbj.BOI.lightspeed.net,Nokia,7750 SR-1,BOI,0,0
180.91.156.202,ELPTXcore-fjchhcpdxv,ELPTXcore-fjchhcpdxv.ELP.lightspeed.net,Juniper,MX204,ELP,0,0
159.143.8.171,GEGWAedge-njwnbrgmbx,GEGWAedge-njwnbrgmbx.GEG.lightspeed.net,RAD,ETX-2,GEG,0,0
180.235.47.157,SEAWAsw-mngdaletzn,SEAWAsw-mngdaletzn.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
164.114.125.187,SEAWArtr-kkrqpaqplm,SEAWArtr-kkrqpaqplm.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
181.59.104.121,BNATNsw-lpxsdgnddi,BNATNsw-lpxsdgnddi.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
45.68.184.53,BNATNsw-uvmbkauvbg,BNATNsw-uvmbkauvbg.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
162.181.192.73,PHXAZcore-ktzprsgyww,PHXAZcore-ktzprsgyww.PHX.lightspeed.net,Cisco,NCS540,PHX,0,0
59.187.241.42,JAXFLrtr-araznbfxbk,JAXFLrtr-araznbfxbk.JAX.lightspeed.net,Arista,7050X3,JAX,0,0
183.205.102.122,PORORdist-ffppavdkkk,PORORdist-ffppavdkkk.POR.lightspeed.net,ADVA,FSP150,POR,0,0
112.238.136.174,GEGWAagg-nbwmjdjjtc,GEGWAagg-nbwmjdjjtc.GEG.lightspeed.net,Arista,7280R,GEG,0,0
194.128.182.111,AUSTXdist-wzmmnmfcqp,AUSTXdist-wzmmnmfcqp.AUS.lightspeed.net,Juniper,QFX5120,AUS,1,0
191.157.141.110,LAXCArtr-ujscccdpam,LAXCArtr-ujscccdpam.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
67.239.33.80,CLTNCrtr-fduhycmtcl,CLTNCrtr-fduhycmtcl.CLT.lightspeed.net,Arista,7050X3,CLT,0,0
58.168.76.115,BOSMAdist-hsmzphhwuw,BOSMAdist-hsmzphhwuw.BOS.lightspeed.net,ADVA,FSP150,BOS,1,0
188.96.144.190,BNATNdist-iahfjduloc,BNATNdist-iahfjduloc.BNA.lightspeed.net,Juniper,QFX5120,BNA,0,0
2.47.127.15,CLTNCedge-klquwkcouq,CLTNCedge-klquwkcouq.CLT.lightspeed.net,RAD,ETX-2,CLT,1,0
175.137.204.225,GEGWAsw-rsitaonakh,GEGWAsw-rsitaonakh.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
197.6.242.201,AUSTXagg-pxxikxvqvt,AUSTXagg-pxxikxvqvt.AUS.lightspeed.net,Arista,7280R,AUS,0,0
148.78.10.245,ABQNMcore-dzhjwjyrwz,ABQNMcore-dzhjwjyrwz.ABQ.lightspeed.net,Nokia,7750 SR-1,ABQ,0,0
196.58.96.21,PORORsw-fnzxbybntu,PORORsw-fnzxbybntu.POR.lightspeed.net,Cisco,Catalyst9300,POR,0,0
39.233.157.200,PHLPAdist-yzjhfzhgtr,PHLPAdist-yzjhfzhgtr.PHL.lightspeed.net,Juniper,QFX5120,PHL,0,0
163.226.108.48,LAXCAdist-jqwysschbi,LAXCAdist-jqwysschbi.LAX.lightspeed.net,Juniper,QFX5120,LAX,0,0
173.205.24.96,ATLGAdist-rcxycvcsdo,ATLGAdist-rcxycvcsdo.ATL.lightspeed.net,Juniper,QFX5120,ATL,0,0
104.220.113.5,AUSTXsw-ixzmawqmdb,AUSTXsw-ixzmawqmdb.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,0,0
49.234.150.191,DALTXdist-becappdgev,DALTXdist-becappdgev.DAL.lightspeed.net,ADVA,FSP150,DAL,1,0
222.112.60.232,BNATNdist-agyjaghaaf,BNATNdist-agyjaghaaf.BNA.lightspeed.net,ADVA,FSP150,BNA,0,0
190.60.169.11,ABQNMagg-mfcitootcr,ABQNMagg-mfcitootcr.ABQ.lightspeed.net,Arista,7280R,ABQ,0,0
24.38.9.102,NYCNYdist-dvietiavof,NYCNYdist-dvietiavof.NYC.lightspeed.net,ADVA,FSP150,NYC,0,0
190.170.188.220,ABQNMsw-vgrrpnmste,ABQNMsw-vgrrpnmste.ABQ.lightspeed.net,Cisco,Catalyst9300,ABQ,1,0
180.150.204.35,PHLPAsw-eermooseyg,PHLPAsw-eermooseyg.PHL.lightspeed.net,Cisco,Catalyst9300,PHL,0,0
172.82.110.205,DALTXagg-qfwdtogmfn,DALTXagg-qfwdtogmfn.DAL.lightspeed.net,ADVA,FSP3000,DAL,0,0
197.57.45.62,ATLGAedge-fdcovjkath,ATLGAedge-fdcovjkath.ATL.lightspeed.net,RAD,ETX-2,ATL,0,0
220.25.4.22,OKCOKcore-yciigbpqfa,OKCOKcore-yciigbpqfa.OKC.lightspeed.net,Cisco,NCS540,OKC,0,0
113.105.242.74,SFOCAedge-hlukarmqcw,SFOCAedge-hlukarmqcw.SFO.lightspeed.net,Cisco,ISR4431,SFO,0,0
88.249.2.133,CLTNCagg-jyodyxqdfw,CLTNCagg-jyodyxqdfw.CLT.lightspeed.net,ADVA,FSP3000,CLT,1,0
93.209.4.45,PHLPAcore-weavucyokv,PHLPAcore-weavucyokv.PHL.lightspeed.net,Juniper,MX204,PHL,0,0
21.120.44.230,PHXAZedge-whzbuhstbb,PHXAZedge-whzbuhstbb.PHX.lightspeed.net,Cisco,ISR4431,PHX,0,0
219.156.203.245,CLTNCagg-vbldncrqmp,CLTNCagg-vbldncrqmp.CLT.lightspeed.net,Arista,7280R,CLT,0,0
156.122.206.141,PHXAZagg-hwvllttxqp,PHXAZagg-hwvllttxqp.PHX.lightspeed.net,ADVA,FSP3000,PHX,0,0
117.18.159.64,PITPAsw-ovrwgxpzeb,PITPAsw-ovrwgxpzeb.PIT.lightspeed.net,Cisco,Catalyst9300,PIT,0,0
22.235.55.89,MIAFLagg-pzkbqiezdg,MIAFLagg-pzkbqiezdg.MIA.lightspeed.net,Arista,7280R,MIA,0,0
214.166.145.85,SFOCAsw-pshjptaxhc,SFOCAsw-pshjptaxhc.SFO.lightspeed.net,Cisco,Catalyst9300,SFO,0,0
2.12.24.54,PORORedge-xgrrzkvjus,PORORedge-xgrrzkvjus.POR.lightspeed.net,Cisco,ISR4431,POR,1,0
43.71.209.147,ATLGArtr-cgampyipkc,ATLGArtr-cgampyipkc.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
171.20.190.195,ABQNMedge-plfuaweqiq,ABQNMedge-plfuaweqiq.ABQ.lightspeed.net,Juniper,SRX345,ABQ,0,0
175.60.184.177,ATLGArtr-thblpjyxdn,ATLGArtr-thblpjyxdn.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
17.200.205.37,ATLGAagg-xjxfkadyza,ATLGAagg-xjxfkadyza.ATL.lightspeed.net,Arista,7280R,ATL,0,0
111.103.228.246,CLTNCcore-urwyrbbkze,CLTNCcore-urwyrbbkze.CLT.lightspeed.net,Nokia,7750 SR-1,CLT,0,0
176.238.168.49,ABQNMagg-jpyvtxdbtq,ABQNMagg-jpyvtxdbtq.ABQ.lightspeed.net,Arista,7280R,ABQ,0,0
153.190.104.247,BOIIDdist-jiiiohyoci,BOIIDdist-jiiiohyoci.BOI.lightspeed.net,ADVA,FSP150,BOI,0,0
113.233.131.61,CLTNCsw-vljqwwmdpz,CLTNCsw-vljqwwmdpz.CLT.lightspeed.net,Cisco,Catalyst9300,CLT,0,0
44.133.112.119,SFOCAagg-xhyqjhcihp,SFOCAagg-xhyqjhcihp.SFO.lightspeed.net,ADVA,FSP3000,SFO,0,0
92.1.91.102,PITPAdist-zfzwskjusk,PITPAdist-zfzwskjusk.PIT.lightspeed.net,Juniper,QFX5120,PIT,0,0
75.130.37.78,DALTXdist-kqgqizkzhy,DALTXdist-kqgqizkzhy.DAL.lightspeed.net,ADVA,FSP150,DAL,0,0
78.24.146.70,SEAWArtr-oogkjrecly,SEAWArtr-oogkjrecly.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
23.11.125.40,BNATNagg-mheydxwoje,BNATNagg-mheydxwoje.BNA.lightspeed.net,Arista,7280R,BNA,0,0
209.10.169.105,DALTXcore-ejrggtcley,DALTXcore-ejrggtcley.DAL.lightspeed.net,Cisco,NCS540,DAL,0,0
169.216.82.136,DALTXrtr-ryyyffkdua,DALTXrtr-ryyyffkdua.DAL.lightspeed.net,Arista,7050X3,DAL,0,0
27.18.13.33,PORORedge-ujtrclhshm,PORORedge-ujtrclhshm.POR.lightspeed.net,Cisco,ISR4431,POR,1,0
146.6.251.90,OKCOKcore-xvpxtjdeqj,OKCOKcore-xvpxtjdeqj.OKC.lightspeed.net,Juniper,MX204,OKC,1,0
176.216.170.34,PORORsw-qdjnvdilnn,PORORsw-qdjnvdilnn.POR.lightspeed.net,Cisco,Catalyst9300,POR,0,0
174.137.195.86,DALTXdist-yhsosgfxde,DALTXdist-yhsosgfxde.DAL.lightspeed.net,ADVA,FSP150,DAL,0,0
169.228.190.199,ATLGAdist-okkfpvvgvc,ATLGAdist-okkfpvvgvc.ATL.lightspeed.net,ADVA,FSP150,ATL,0,0
23.184.112.214,SFOCAsw-ynjyguxnfm,SFOCAsw-ynjyguxnfm.SFO.lightspeed.net,Cisco,Catalyst9300,SFO,0,0
108.103.6.214,PITPAcore-miknoilrot,PITPAcore-miknoilrot.PIT.lightspeed.net,Juniper,MX204,PIT,0,0
70.16.151.73,SEAWArtr-nsokrswdug,SEAWArtr-nsokrswdug.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
85.209.39.217,SEAWArtr-jmiknvvwjs,SEAWArtr-jmiknvvwjs.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
212.194.71.43,GEGWAagg-cxqunpdrge,GEGWAagg-cxqunpdrge.GEG.lightspeed.net,Arista,7280R,GEG,0,0
111.182.199.97,ELPTXcore-algdbgzulu,ELPTXcore-algdbgzulu.ELP.lightspeed.net,Juniper,MX204,ELP,0,0
117.211.100.162,SFOCAcore-xsxxugrbtz,SFOCAcore-xsxxugrbtz.SFO.lightspeed.net,Juniper,MX204,SFO,0,0
218.27.169.112,PITPAagg-uixnkqbjhb,PITPAagg-uixnkqbjhb.PIT.lightspeed.net,ADVA,FSP3000,PIT,0,0
159.77.198.247,NYCNYedge-dgeakcbhei,NYCNYedge-dgeakcbhei.NYC.lightspeed.net,RAD,ETX-2,NYC,0,0
121.76.109.82,SEAWAedge-cmjemuttqc,SEAWAedge-cmjemuttqc.SEA.lightspeed.net,Cisco,ISR4431,SEA,1,0
222.84.62.13,AUSTXsw-uvmvojtovd,AUSTXsw-uvmvojtovd.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,0,0
79.77.149.21,SFOCArtr-mgrxggnaoe,SFOCArtr-mgrxggnaoe.SFO.lightspeed.net,Arista,7050X3,SFO,0,0
92.106.161.52,PHXAZdist-ohztbiebql,PHXAZdist-ohztbiebql.PHX.lightspeed.net,Juniper,QFX5120,PHX,0,0
204.183.33.45,SFOCAcore-nxyqyvcncp,SFOCAcore-nxyqyvcncp.SFO.lightspeed.net,Cisco,NCS540,SFO,0,0
73.56.7.6,GEGWArtr-jqwgmsmyci,GEGWArtr-jqwgmsmyci.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
14.138.161.131,SEAWAsw-czwduuyhgu,SEAWAsw-czwduuyhgu.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
155.239.215.183,SEAWAdist-tgmyxhhkts,SEAWAdist-tgmyxhhkts.SEA.lightspeed.net,Juniper,QFX5120,SEA,0,0
80.144.245.242,PHLPAedge-pwaqgloazs,PHLPAedge-pwaqgloazs.PHL.lightspeed.net,RAD,ETX-2,PHL,1,0
175.38.223.95,MIAFLdist-ihxtntidlm,MIAFLdist-ihxtntidlm.MIA.lightspeed.net,Juniper,QFX5120,MIA,0,0
115.222.61.183,ATLGArtr-ojvxuqitup,ATLGArtr-ojvxuqitup.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
117.218.1.186,LAXCAagg-tecagctydd,LAXCAagg-tecagctydd.LAX.lightspeed.net,ADVA,FSP3000,LAX,0,0
95.42.250.110,ELPTXagg-iupylzxzlb,ELPTXagg-iupylzxzlb.ELP.lightspeed.net,Arista,7280R,ELP,0,0
63.163.214.110,PITPArtr-ngtvbipnhd,PITPArtr-ngtvbipnhd.PIT.lightspeed.net,Arista,7050X3,PIT,0,0
41.234.81.223,JAXFLrtr-vynnolwguc,JAXFLrtr-vynnolwguc.JAX.lightspeed.net,Arista,7050X3,JAX,0,0
11.98.123.112,PORORagg-joyyzaewem,PORORagg-joyyzaewem.POR.lightspeed.net,Arista,7280R,POR,0,0
193.65.210.51,SFOCAcore-ahhxoqmksv,SFOCAcore-ahhxoqmksv.SFO.lightspeed.net,Juniper,MX204,SFO,0,0
19.211.46.168,PHXAZedge-bwhfhfagov,PHXAZedge-bwhfhfagov.PHX.lightspeed.net,Cisco,ISR4431,PHX,1,0
50.50.4.223,PHLPAcore-rdamxrrikp,PHLPAcore-rdamxrrikp.PHL.lightspeed.net,Juniper,MX204,PHL,0,0
113.68.161.191,PHXAZrtr-qqrkccktml,PHXAZrtr-qqrkccktml.PHX.lightspeed.net,Arista,7050X3,PHX,0,0
88.246.53.237,SFOCArtr-meyntohicf,SFOCArtr-meyntohicf.SFO.lightspeed.net,Arista,7050X3,SFO,0,0
5.30.52.208,PHXAZedge-ggyfuamnhm,PHXAZedge-ggyfuamnhm.PHX.lightspeed.net,RAD,ETX-2,PHX,1,0
121.138.217.19,PITPAsw-imsaxejsjm,PITPAsw-imsaxejsjm.PIT.lightspeed.net,Cisco,Catalyst9300,PIT,0,0
182.214.72.128,PITPAagg-wtivmefjkl,PITPAagg-wtivmefjkl.PIT.lightspeed.net,Arista,7280R,PIT,0,0
114.110.212.94,PHXAZdist-uvgyxluohb,PHXAZdist-uvgyxluohb.PHX.lightspeed.net,Juniper,QFX5120,PHX,0,0
123.68.180.93,NYCNYdist-mtiiwzpnrq,NYCNYdist-mtiiwzpnrq.NYC.lightspeed.net,ADVA,FSP150,NYC,0,0
118.183.104.78,ELPTXdist-tdsweybwyn,ELPTXdist-tdsweybwyn.ELP.lightspeed.net,ADVA,FSP150,ELP,0,0
119.163.34.188,PHXAZdist-mqhzkgsndf,PHXAZdist-mqhzkgsndf.PHX.lightspeed.net,ADVA,FSP150,PHX,1,0
210.139.172.242,BOIIDcore-ictoumcton,BOIIDcore-ictoumcton.BOI.lightspeed.net,Nokia,7750 SR-1,BOI,0,0
12.39.100.120,BNATNsw-vbwnzsclwy,BNATNsw-vbwnzsclwy.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
133.87.7.15,CLTNCagg-ypmbvmzxdm,CLTNCagg-ypmbvmzxdm.CLT.lightspeed.net,ADVA,FSP3000,CLT,0,0
72.234.38.222,LAXCAdist-dbvsgueyhc,LAXCAdist-dbvsgueyhc.LAX.lightspeed.net,Juniper,QFX5120,LAX,0,0
93.135.95.22,BOSMAcore-ctbkxxgehp,BOSMAcore-ctbkxxgehp.BOS.lightspeed.net,Juniper,MX204,BOS,0,0
221.227.93.142,ABQNMsw-bbnfwcpwkx,ABQNMsw-bbnfwcpwkx.ABQ.lightspeed.net,Cisco,Catalyst9300,ABQ,0,0
83.23.69.114,ABQNMdist-nvcpmrirvi,ABQNMdist-nvcpmrirvi.ABQ.lightspeed.net,Juniper,QFX5120,ABQ,0,0
158.143.115.24,GEGWAdist-iuuncysuov,GEGWAdist-iuuncysuov.GEG.lightspeed.net,ADVA,FSP150,GEG,0,0
26.149.226.18,ATLGAagg-ctrseenhva,ATLGAagg-ctrseenhva.ATL.lightspeed.net,Arista,7280R,ATL,0,0
117.209.183.57,CLTNCsw-hiqenqvfek,CLTNCsw-hiqenqvfek.CLT.lightspeed.net,Cisco,Catalyst9300,CLT,0,0
20.91.213.0,SFOCAcore-jkxfyepiwh,SFOCAcore-jkxfyepiwh.SFO.lightspeed.net,Nokia,7750 SR-1,SFO,0,0
2.221.189.167,PORORcore-gbmtxjwsrb,PORORcore-gbmtxjwsrb.POR.lightspeed.net,Juniper,MX204,POR,0,0
87.226.28.21,GEGWAdist-pmmxbcaxek,GEGWAdist-pmmxbcaxek.GEG.lightspeed.net,Juniper,QFX5120,GEG,0,0
59.147.152.43,LAXCAcore-rsigtxzejs,LAXCAcore-rsigtxzejs.LAX.lightspeed.net,Juniper,MX204,LAX,0,0
174.238.18.60,SEAWArtr-bhwhddcqsx,SEAWArtr-bhwhddcqsx.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
95.5.141.6,AUSTXagg-zxqnmybfhx,AUSTXagg-zxqnmybfhx.AUS.lightspeed.net,ADVA,FSP3000,AUS,0,0
175.3.181.188,SFOCAsw-wkvoyvelss,SFOCAsw-wkvoyvelss.SFO.lightspeed.net,Cisco,Catalyst9300,SFO,0,0
100.39.176.76,ELPTXdist-kpumpkxutt,ELPTXdist-kpumpkxutt.ELP.lightspeed.net,ADVA,FSP150,ELP,1,0
97.59.50.72,ELPTXsw-zacejnvvfd,ELPTXsw-zacejnvvfd.ELP.lightspeed.net,Cisco,Catalyst9300,ELP,0,0
219.12.179.253,ELPTXdist-cdfafdnejn,ELPTXdist-cdfafdnejn.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
130.170.46.200,ELPTXcore-rbvibkoalf,ELPTXcore-rbvibkoalf.ELP.lightspeed.net,Cisco,NCS540,ELP,0,0
164.252.68.133,LAXCAedge-jiouckrazv,LAXCAedge-jiouckrazv.LAX.lightspeed.net,Cisco,ISR4431,LAX,0,0
196.157.230.204,PITPAdist-agrrsqaizz,PITPAdist-agrrsqaizz.PIT.lightspeed.net,Juniper,QFX5120,PIT,0,0
77.118.188.183,OKCOKagg-hmsznqwzxr,OKCOKagg-hmsznqwzxr.OKC.lightspeed.net,Arista,7280R,OKC,0,0
197.141.175.52,PHXAZagg-xpybdbqcfm,PHXAZagg-xpybdbqcfm.PHX.lightspeed.net,ADVA,FSP3000,PHX,0,0
106.227.162.254,ELPTXagg-oketymagdr,ELPTXagg-oketymagdr.ELP.lightspeed.net,Arista,7280R,ELP,0,0
34.224.41.209,BOIIDrtr-alxpxhhlen,BOIIDrtr-alxpxhhlen.BOI.lightspeed.net,Arista,7050X3,BOI,1,0
113.24.179.192,AUSTXrtr-juahwzumym,AUSTXrtr-juahwzumym.AUS.lightspeed.net,Arista,7050X3,AUS,0,0
90.187.235.128,PHXAZagg-qqsotompug,PHXAZagg-qqsotompug.PHX.lightspeed.net,ADVA,FSP3000,PHX,0,0
16.245.7.173,BOSMAsw-xjtoxsqgse,BOSMAsw-xjtoxsqgse.BOS.lightspeed.net,Cisco,Catalyst9300,BOS,0,0
36.161.27.63,LAXCAcore-izjlohqjou,LAXCAcore-izjlohqjou.LAX.lightspeed.net,Cisco,NCS540,LAX,0,0
215.121.112.217,GEGWAagg-srfnabniiz,GEGWAagg-srfnabniiz.GEG.lightspeed.net,Arista,7280R,GEG,0,0
96.22.137.171,MIAFLsw-eekrjwnrfg,MIAFLsw-eekrjwnrfg.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
19.173.233.108,DALTXsw-gsvzsonlpi,DALTXsw-gsvzsonlpi.DAL.lightspeed.net,Cisco,Catalyst9300,DAL,1,0
135.206.157.121,SEAWAdist-fjudmrhpom,SEAWAdist-fjudmrhpom.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
69.70.59.68,PORORedge-gssdpptcge,PORORedge-gssdpptcge.POR.lightspeed.net,RAD,ETX-2,POR,0,0
210.48.143.198,PHXAZedge-zvrvjxfltw,PHXAZedge-zvrvjxfltw.PHX.lightspeed.net,Juniper,SRX345,PHX,0,0
67.13.94.18,OKCOKrtr-szsuxvduef,OKCOKrtr-szsuxvduef.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
222.232.252.123,OKCOKedge-nctthdodsy,OKCOKedge-nctthdodsy.OKC.lightspeed.net,RAD,ETX-2,OKC,1,0
150.37.145.122,SFOCAcore-ryhqbgvabh,SFOCAcore-ryhqbgvabh.SFO.lightspeed.net,Cisco,NCS540,SFO,0,0
69.150.250.253,LAXCArtr-ihtuzvlzio,LAXCArtr-ihtuzvlzio.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
119.123.196.30,ELPTXrtr-uvmqnzuqxx,ELPTXrtr-uvmqnzuqxx.ELP.lightspeed.net,Arista,7050X3,ELP,0,0
72.205.42.76,PHLPAsw-mtqdqbuxco,PHLPAsw-mtqdqbuxco.PHL.lightspeed.net,Cisco,Catalyst9300,PHL,0,0
